16	9	11	1	9	5	23	22	21	24	18	13	6	20	16	15	17	1	12	8	10	7	14	11	3	4	2	19
6	20	11	21	23	19	21	12	8	16	2	1	7	5	6	13	3	17	9	22	10	11	4	14	20	18	24	15
10	9	11	1	9	22	15	4	23	12	1	17	6	5	10	20	8	14	2	24	3	16	21	18	7	13	11	19
21	21	11	11	13	15	18	6	8	20	3	1	7	5	21	17	10	4	9	24	12	14	16	19	23	22	2	11
16	23	11	15	12	21	4	2	19	9	20	10	15	17	16	24	7	6	23	18	13	11	5	1	8	14	3	22
7	10	11	14	24	18	23	13	14	16	2	1	21	15	7	12	8	10	22	6	17	9	19	20	5	3	4	11
20	23	11	22	7	24	10	17	13	8	15	9	16	21	20	1	22	5	2	4	14	18	3	19	6	23	12	11
19	24	11	17	1	14	21	18	8	12	9	23	17	3	19	13	2	10	11	4	24	20	22	15	6	7	5	16
8	16	11	14	14	19	7	21	23	3	6	1	17	11	8	15	10	16	4	18	12	5	13	20	9	22	2	24
2	24	11	21	6	9	3	8	10	12	11	5	1	13	2	20	22	23	21	16	17	15	14	18	24	4	7	19
5	4	11	22	18	20	14	9	21	12	10	19	1	16	5	8	7	3	13	2	23	15	22	24	17	4	6	11
15	24	11	18	20	9	4	13	21	18	7	17	14	22	15	6	11	2	19	1	16	24	12	10	5	23	3	8
4	2	11	12	18	11	22	16	15	12	3	17	23	20	4	2	10	13	14	7	5	6	9	24	1	21	19	8
23	23	11	11	3	8	1	21	22	10	16	20	2	9	23	4	18	12	19	11	17	14	5	24	6	13	15	7
6	3	11	7	19	23	15	7	24	5	3	12	20	16	6	4	8	11	14	10	9	18	22	2	13	21	1	17
10	22	11	16	15	9	6	12	11	1	8	14	20	16	10	21	23	3	5	22	19	4	7	18	13	24	2	17
6	20	11	6	21	15	7	4	11	20	22	1	5	13	6	18	19	16	9	10	3	12	2	24	17	23	14	8
12	23	11	3	18	10	23	22	19	20	1	14	5	17	12	21	2	7	13	3	9	8	15	24	11	6	4	16
13	10	11	13	22	19	14	21	23	3	8	16	17	5	13	9	10	24	7	4	6	1	12	15	11	20	2	18
8	11	11	15	10	14	19	21	15	12	7	18	16	5	8	17	9	3	11	1	6	20	13	2	23	24	4	22
11	11	11	11	18	24	8	17	19	20	6	9	14	5	11	10	22	4	7	12	16	1	3	2	13	23	15	21
7	7	11	11	17	10	22	9	19	21	12	8	5	3	7	14	16	24	2	15	4	6	18	23	13	11	1	20
8	9	11	1	9	3	14	17	11	10	22	20	13	5	8	23	2	19	4	1	21	6	12	7	16	24	18	15
22	19	11	20	9	15	10	6	3	8	14	21	23	17	22	1	7	5	12	18	13	20	4	19	24	11	16	2
18	18	11	11	5	15	4	17	2	16	21	12	1	8	18	19	7	10	23	20	6	3	11	22	9	14	24	13
20	22	11	4	16	19	9	22	10	12	14	8	11	5	20	7	23	6	2	18	13	15	1	4	3	17	21	24
4	5	11	22	22	12	1	17	6	20	2	3	21	23	4	8	15	24	10	19	14	11	16	18	13	5	7	9
24	2	11	20	12	11	21	6	17	10	16	23	18	5	24	1	14	8	19	20	7	15	3	2	22	4	9	13
21	24	11	3	3	4	24	18	6	23	7	19	10	5	21	15	12	17	13	1	9	16	2	20	11	22	8	14
20	4	11	12	22	18	11	12	5	14	15	2	21	3	20	4	23	16	17	13	6	8	7	1	10	9	19	24
5	22	11	6	23	2	19	24	8	22	4	11	13	7	5	6	14	21	12	15	9	3	20	10	18	16	1	17
15	5	11	13	10	2	8	1	7	19	20	21	18	3	15	9	5	13	4	22	23	11	14	24	12	6	17	16
2	21	11	14	20	23	3	9	17	19	24	5	1	12	2	7	10	21	13	16	4	14	18	11	22	15	6	8
20	17	11	12	4	22	14	3	11	2	5	7	19	12	20	17	21	13	18	6	16	10	23	1	24	15	8	9
20	18	11	15	11	1	13	9	8	22	23	12	5	6	20	19	7	4	18	14	10	17	21	24	2	16	3	15
20	19	11	8	5	14	9	1	11	22	13	19	4	2	20	8	7	12	6	15	16	18	21	24	10	23	17	3
8	23	11	10	4	16	12	6	18	21	5	14	10	23	8	22	3	24	9	15	11	17	2	20	1	19	13	7
8	4	11	2	1	4	2	22	14	5	9	20	17	6	8	19	24	11	3	21	15	16	18	23	13	10	7	12
24	3	11	12	14	23	21	22	5	1	13	7	16	12	24	3	10	9	8	19	2	6	15	4	18	17	11	20
14	23	11	16	11	12	2	18	9	7	19	15	10	21	14	24	4	20	5	23	8	6	16	3	13	1	17	22
6	5	11	12	16	12	11	23	13	4	22	15	7	3	6	5	20	17	10	18	1	2	14	24	9	8	19	21
23	22	11	18	4	7	10	14	19	8	15	24	6	5	23	3	13	11	21	1	18	22	20	16	17	12	9	2
3	4	11	7	11	10	5	17	8	14	4	7	15	6	3	1	22	24	23	13	21	9	19	2	12	18	16	20
19	9	11	17	3	18	14	21	17	12	1	20	7	16	19	8	10	6	2	4	9	13	5	24	11	23	15	22
4	4	11	11	9	12	17	1	20	24	16	22	15	13	4	5	11	10	23	18	7	19	2	3	8	6	21	14
14	21	11	3	2	15	21	23	7	4	8	19	20	18	14	16	10	6	12	22	24	3	11	1	9	17	5	13
16	4	11	12	19	18	7	20	17	21	15	12	5	24	16	4	8	22	13	23	10	1	2	9	3	14	6	11
5	6	11	16	10	20	8	1	16	9	19	21	11	3	5	13	7	15	18	6	24	2	12	4	17	23	22	14
5	3	11	15	9	17	23	13	7	19	16	12	1	2	5	21	4	24	3	8	20	6	18	22	14	10	11	15
23	3	11	20	18	8	17	24	5	21	15	6	2	7	23	4	19	13	12	10	20	9	14	3	22	1	11	16
16	17	11	3	6	7	17	3	13	19	12	1	9	11	16	20	18	14	8	15	23	10	4	2	5	21	24	22
4	6	11	13	3	21	9	16	7	17	1	11	10	23	4	8	6	22	13	12	20	5	14	24	2	15	19	18
6	5	11	4	3	16	10	5	23	20	19	14	1	8	6	21	15	22	11	4	17	24	13	9	12	7	18	2
6	7	11	12	5	2	15	13	8	19	3	18	22	24	6	7	12	21	10	23	9	11	20	16	17	14	4	1
20	3	11	19	7	15	16	1	24	23	22	2	13	6	20	12	9	4	8	18	19	11	3	17	21	5	10	14
11	10	11	15	15	12	14	2	18	6	21	7	1	13	11	23	19	9	10	20	3	17	4	5	8	24	22	16
14	23	11	12	8	10	2	5	6	3	16	24	21	11	14	23	12	13	1	22	17	18	15	9	19	20	4	7
23	23	11	11	2	18	17	3	20	24	15	1	14	19	23	16	6	4	9	11	8	12	7	21	10	5	13	22
20	17	11	12	19	5	9	22	21	10	11	18	16	14	20	17	1	2	24	6	3	8	15	13	7	23	12	4
14	10	11	21	5	22	18	23	2	16	8	12	19	15	14	11	9	3	21	20	13	17	4	7	10	1	6	24
24	23	11	16	6	2	5	20	11	17	16	14	19	3	24	7	21	13	10	23	1	12	15	4	18	22	9	8
15	9	11	15	14	11	5	21	20	23	16	24	7	19	15	10	22	13	9	12	6	17	8	3	1	2	18	4
23	24	11	13	6	19	12	16	21	4	15	20	1	22	23	18	24	3	5	11	10	9	2	14	8	13	17	7
7	4	11	14	19	20	5	13	21	2	12	23	1	6	7	24	8	4	3	9	14	17	16	18	11	10	15	22
14	11	11	24	22	2	6	5	20	23	7	8	17	16	14	13	12	21	19	15	24	10	1	18	4	9	3	11
21	3	11	14	7	15	16	20	9	10	14	18	19	6	21	4	11	3	8	24	1	17	2	5	13	22	23	12
4	2	11	21	15	10	3	22	16	23	18	9	8	19	4	1	21	12	11	24	13	17	20	14	2	5	6	7
3	4	11	19	19	1	11	20	10	17	2	15	9	16	3	6	23	12	22	7	24	18	4	14	5	8	13	21
19	21	11	13	4	10	9	2	20	5	11	7	12	22	19	14	21	24	16	13	3	23	6	1	18	8	17	15
9	10	11	12	17	19	22	20	2	21	1	12	5	3	9	10	13	6	15	24	7	11	14	18	8	23	4	16
1	3	11	16	8	4	24	11	20	19	2	14	12	6	1	23	5	18	22	3	10	15	16	21	17	13	7	9
11	4	11	13	17	18	23	9	8	21	10	1	22	16	11	2	4	7	3	14	13	20	12	19	24	15	5	6
5	5	11	11	17	15	20	7	16	3	4	14	23	21	5	12	9	13	22	10	18	1	19	11	2	24	6	8
7	3	11	13	5	8	9	12	16	6	10	15	13	18	7	24	3	19	11	14	23	2	21	1	20	17	22	4
21	22	11	24	23	12	11	1	14	17	7	18	10	19	21	9	2	3	4	13	24	6	5	8	15	20	16	22
5	6	11	7	9	21	11	8	18	7	6	12	17	23	5	16	10	19	1	2	14	3	22	15	4	24	13	20
13	14	11	21	4	24	5	3	18	7	23	15	10	19	13	16	21	12	9	11	8	22	2	17	14	20	6	1
22	5	11	13	20	16	4	2	11	8	7	24	18	23	22	9	5	19	15	10	17	12	14	13	21	6	3	1
2	11	11	2	24	11	15	5	13	3	21	22	20	9	2	16	18	17	14	19	6	10	23	7	4	1	12	8
24	10	11	21	13	22	21	6	16	2	20	15	5	11	24	9	4	8	12	3	7	23	1	18	10	17	14	19
5	18	11	17	7	21	6	20	10	8	19	3	12	16	5	22	15	17	14	13	18	1	24	9	4	11	2	23
22	9	11	2	12	9	8	4	7	1	10	17	20	16	22	3	11	24	23	6	5	18	15	21	14	2	19	13
20	18	11	10	21	3	16	8	11	7	24	10	19	18	20	13	12	9	15	2	14	5	22	6	4	23	17	1
6	9	11	15	19	3	18	21	23	2	20	10	15	12	6	14	8	22	9	4	17	1	16	24	7	5	13	11
16	18	11	17	12	9	15	3	2	20	23	11	7	24	16	5	19	6	8	4	18	1	21	22	14	10	17	13
11	9	11	16	1	12	18	14	4	5	20	24	3	6	11	19	10	8	2	9	7	22	23	16	17	15	21	13
16	17	11	13	24	14	5	6	20	15	23	10	11	8	16	18	17	1	22	3	12	19	13	9	21	7	2	4
20	12	11	12	11	8	24	19	7	15	9	3	21	10	20	12	5	6	4	1	13	2	18	16	23	17	22	14
24	4	11	19	2	23	8	20	14	5	13	22	7	9	24	21	19	18	3	1	6	15	4	11	17	12	16	10
4	4	11	11	22	3	17	12	20	24	13	5	10	2	4	19	18	15	21	6	1	7	8	14	11	9	23	16
8	3	11	6	24	13	17	7	20	3	14	18	12	19	8	1	11	15	4	16	10	21	2	22	9	23	5	6
