subject 	task 	staircase 	trialNum 	stimulus 	monitorWidth 	monitorHeight 	stimHeight  	ISI 	SOA 	centralTask 	centralStream 	responseSpatialPos 	responseX 	responseY 	correctX 	correctY 	clickX 	clickY 	accuracy 	responsePosInStream 	correctPosInStream 	position0 	position1 	position2 	position3 	position4 	position5 	position6 	position7 	position8 	position9 	position10 	position11 	position12 	position13 	position14 	position15 	position16 	position17 	position18 	position19 	position20 	position21 	position22 	position23 	longFrames
charlieEndogenous	dot-jump	False	0	circle	1024	768	1.16079767166	70.6	94.12	True	SDGQVBLKXRCAO6FEIUPTYMHN	11	-2.90199417916	-5.02640136157	-5.80398835832	0.0	-2.82280246608	-4.85522024166	False	18	13	15	8	16	23	5	22	1	9	21	19	3	12	24	7	10	4	2	17	11	14	18	6	20	13	0
charlieEndogenous	dot-jump	False	1	circle	1024	768	1.16079767166	70.6	94.12	True	NYMPHKXGCUAOLIV2STDBQEFR	18	5.60622225078	-1.50218272469	-1.50218272469	-5.60622225078	5.49505546731	-1.27967045129	False	11	15	21	22	5	13	16	19	3	6	15	9	23	18	4	14	11	12	20	17	7	8	2	24	1	10	0
charlieEndogenous	dot-jump	False	2	circle	1024	768	1.16079767166	70.6	94.12	True	URJAHNTDLCYKXV6MEBGSFOQI	14	1.50218272469	-5.60622225078	5.80398835832	0.0	1.27967045129	-5.49505546731	False	18	14	21	20	3	9	15	7	22	17	16	13	2	18	5	12	19	10	1	6	14	24	11	23	8	4	0
charlieEndogenous	dot-jump	False	3	circle	1024	768	1.16079767166	70.6	94.12	True	EKHDGBMT7IAYPNQOCFSJUXLR	24	1.50218272469	5.60622225078	0.0	5.80398835832	1.35494518372	5.68324229838	False	17	8	4	14	2	16	20	17	13	22	1	5	9	15	6	18	7	23	21	24	8	3	19	11	10	12	0
charlieEndogenous	dot-jump	False	4	circle	1024	768	1.16079767166	70.6	94.12	True	LDAEPQGUSBIKOMJF2RHXNVCT	4	-4.10403952609	4.10403952609	-4.10403952609	4.10403952609	-4.02719818494	3.95192345251	True	16	16	2	21	18	23	1	8	6	24	17	20	11	13	22	3	10	19	4	7	14	12	16	15	9	5	0
charlieEndogenous	dot-jump	False	5	circle	1024	768	1.16079767166	70.6	94.12	True	VKHUQMCDBIE9JRLOYNXAGSPT	10	-4.10403952609	-4.10403952609	4.10403952609	4.10403952609	-3.72609925523	-4.02719818494	False	15	11	5	12	8	7	16	18	6	14	19	2	3	22	11	17	4	10	21	24	13	9	20	15	23	1	0
charlieEndogenous	dot-jump	False	6	circle	1024	768	1.16079767166	70.6	94.12	True	RSYBANOLJ4TFKHGDCIXUQEVP	14	1.50218272469	-5.60622225078	4.10403952609	4.10403952609	1.39258254993	-5.64560493216	False	18	9	11	8	19	24	1	3	12	4	17	22	13	6	2	16	18	10	5	21	14	23	15	9	7	20	0
charlieEndogenous	dot-jump	False	7	circle	1024	768	1.16079767166	70.6	94.12	True	FNGLUHTBQAKD6SIEOCMVXYRP	22	4.10403952609	4.10403952609	-4.10403952609	-4.10403952609	3.9142860863	3.98956081873	False	6	12	7	9	16	5	23	18	22	24	19	8	3	14	10	11	21	20	1	17	12	6	4	13	2	15	0
charlieEndogenous	dot-jump	False	8	circle	1024	768	1.16079767166	70.6	94.12	True	UHRQBFGAYD3ECKLIPXMNJVST	4	-4.10403952609	4.10403952609	4.10403952609	-4.10403952609	-4.21538501602	3.87664872009	False	14	10	24	13	22	19	18	5	12	20	3	1	16	9	17	2	4	14	8	11	23	15	10	6	21	7	0
