subject 	task 	staircase 	trialNum 	stimulus 	monitorWidth 	monitorHeight 	stimHeight  	ISI 	SOA 	centralTask 	centralStream 	responseSpatialPos 	responseX 	responseY 	correctX 	correctY 	clickX 	clickY 	accuracy 	responsePosInStream 	correctPosInStream 	position0 	position1 	position2 	position3 	position4 	position5 	position6 	position7 	position8 	position9 	position10 	position11 	position12 	position13 	position14 	position15 	position16 	position17 	position18 	position19 	position20 	position21 	position22 	position23 	longFrames
charlieEndogenous	dot-jump	False	76	circle	1024	768	1.16079767166	70.6	94.12	True	UIDKWCRBTZ4HEVLYXSNFJAMP	13	0.0	-5.80398835832	5.02640136157	2.90199417916	0.0752747324288	-5.75851703081	False	9	10	24	2	22	15	6	9	16	1	5	13	21	19	7	11	10	14	12	23	4	8	18	20	17	3	0
charlieEndogenous	dot-jump	False	77	circle	1024	768	1.16079767166	70.6	94.12	True	IHAXFWBQEYMR7VKNZCDTSLPJ	21	5.02640136157	2.90199417916	-1.50218272469	-5.60622225078	4.51648394573	2.5969782688	False	16	12	7	2	24	10	5	17	1	18	4	19	6	15	12	11	22	14	21	9	23	13	3	20	16	8	0
charlieEndogenous	dot-jump	False	78	circle	1024	768	1.16079767166	70.6	94.12	True	DEVALXFR5NQHICSKMYZUTWBJ	4	-4.10403952609	4.10403952609	4.10403952609	4.10403952609	-3.87664872009	3.87664872009	False	18	8	21	18	14	20	23	8	24	16	22	7	15	13	3	19	5	11	17	12	4	10	9	6	1	2	0
charlieEndogenous	dot-jump	False	79	circle	1024	768	1.16079767166	70.6	94.12	True	HLBIZPTVX4AJKRWDCSFYEUQN	17	5.02640136157	-2.90199417916	-1.50218272469	5.60622225078	5.11868180516	-3.08626402958	False	11	9	13	6	5	7	16	1	22	12	20	2	18	17	24	23	14	8	11	10	19	3	4	21	15	9	0
charlieEndogenous	dot-jump	False	80	circle	1024	768	1.16079767166	70.6	94.12	True	QMUDRTPXBENAJ9ZYFIVCLHSK	3	-2.90199417916	5.02640136157	-1.50218272469	5.60622225078	-2.74752773365	4.89285760787	False	22	13	23	18	11	13	24	15	9	7	16	10	19	1	8	2	6	5	17	21	22	4	12	20	3	14	0
charlieEndogenous	dot-jump	False	81	circle	1024	768	1.16079767166	70.6	94.12	True	LKZMWBQRPNJH8DVTCEUAFXYI	14	1.50218272469	-5.60622225078	5.60622225078	-1.50218272469	0.790384690503	-5.57033019973	False	0	12	14	21	10	9	1	16	20	22	8	7	13	6	18	15	2	11	19	12	24	5	3	4	23	17	0
charlieEndogenous	dot-jump	False	82	circle	1024	768	1.16079767166	70.6	94.12	True	EATNIRVZCHBWJ9FLUPKDMQYX	17	5.02640136157	-2.90199417916	5.80398835832	0.0	5.19395653759	-3.08626402958	False	10	13	14	23	24	8	5	11	4	6	21	18	17	2	7	19	12	9	22	15	10	20	16	3	1	13	0
charlieEndogenous	dot-jump	False	83	circle	1024	768	1.16079767166	70.6	94.12	True	LVTPZJUEWYQKXMCA7DBNRFIH	3	-2.90199417916	5.02640136157	5.60622225078	-1.50218272469	-2.63461563501	4.93049497409	False	12	16	9	19	23	2	21	7	24	15	16	22	20	14	3	10	8	6	18	1	11	13	4	17	5	12	0
charlieEndogenous	dot-jump	False	84	circle	1024	768	1.16079767166	70.6	94.12	True	ACZQWFNL3VKRESDIPYTHXUJM	23	2.90199417916	5.02640136157	-1.50218272469	5.60622225078	2.93571456472	4.85522024166	False	19	8	3	20	17	11	6	8	1	5	2	16	15	10	9	21	18	7	19	22	13	23	14	4	24	12	0
charlieEndogenous	dot-jump	False	85	circle	1024	768	1.16079767166	70.6	94.12	True	MNEFJQTAVL1HRCBWXYZDSPIK	19	5.80398835832	0.0	5.02640136157	-2.90199417916	5.19395653759	-0.0376373662144	False	17	10	4	15	12	8	10	2	9	11	5	20	17	1	21	3	7	22	16	19	24	6	23	18	13	14	0
charlieEndogenous	dot-jump	False	86	circle	1024	768	1.16079767166	70.6	94.12	True	ASMHXUTRJKFNCLZ2QDEVWBYI	7	-5.80398835832	0.0	5.02640136157	2.90199417916	-6.05961596052	-0.188186831072	False	22	15	15	6	18	14	11	12	13	1	9	22	23	8	5	16	4	21	19	17	24	20	3	10	7	2	0
charlieEndogenous	dot-jump	False	87	circle	1024	768	1.16079767166	70.6	94.12	True	IDKBUAWRZNC3EJLVQPHFYTXM	18	5.60622225078	-1.50218272469	5.80398835832	0.0	5.15631917138	-1.61840674722	False	14	11	15	1	7	16	3	9	10	13	14	8	11	19	21	6	18	2	20	17	23	5	22	12	4	24	0
charlieEndogenous	dot-jump	False	88	circle	1024	768	1.16079767166	70.6	94.12	True	BXHVCZMAW6KQLDYIRPJNFUTS	4	-4.10403952609	4.10403952609	-1.50218272469	-5.60622225078	-3.95192345251	4.10247291737	False	10	9	21	20	1	8	6	18	7	17	2	12	4	9	5	19	13	15	16	10	22	23	24	14	11	3	0
charlieEndogenous	dot-jump	False	89	circle	1024	768	1.16079767166	70.6	94.12	True	RXZJVFDUBMQLTS1HEAINCYKP	20	5.60622225078	1.50218272469	-4.10403952609	-4.10403952609	4.9681323403	1.54313201479	False	22	14	17	7	5	18	22	24	13	6	1	14	19	23	3	9	10	8	15	11	16	4	2	21	20	12	0
charlieEndogenous	dot-jump	False	90	circle	1024	768	1.16079767166	70.6	94.12	True	ETAIWQFXPSDJRY5NMLKHUBZV	6	-5.60622225078	1.50218272469	1.50218272469	5.60622225078	-5.87142912945	1.76895621208	False	23	14	23	17	12	18	9	1	20	3	22	19	2	21	7	16	24	8	14	4	13	15	11	10	5	6	0
charlieEndogenous	dot-jump	False	91	circle	1024	768	1.16079767166	70.6	94.12	True	JXWIAPKFE5ZDUYVTNBSCHRMQ	22	4.10403952609	4.10403952609	-5.60622225078	1.50218272469	3.68846188901	3.80137398766	False	2	9	17	9	22	8	24	19	4	13	2	6	20	12	15	10	5	3	21	23	16	11	14	1	7	18	0
charlieEndogenous	dot-jump	False	92	circle	1024	768	1.16079767166	70.6	94.12	True	IXJCWDRFSTU6QVEMLBAHKZYP	13	0.0	-5.80398835832	5.60622225078	-1.50218272469	0.263461563501	-5.15631917138	False	3	11	5	17	4	13	2	9	21	3	10	22	15	18	8	20	12	14	6	11	7	23	24	16	1	19	0
charlieEndogenous	dot-jump	False	93	circle	1024	768	1.16079767166	70.6	94.12	True	TSIUEHQRFWMNX4PLZJBCADKV	10	-4.10403952609	-4.10403952609	-5.02640136157	2.90199417916	-3.98956081873	-3.95192345251	False	16	13	2	6	21	9	13	24	8	4	11	1	7	23	14	5	15	12	10	17	3	16	20	18	22	19	0
charlieEndogenous	dot-jump	False	94	circle	1024	768	1.16079767166	70.6	94.12	True	PRVZTKBDHL2CAEFIUJSXWMNY	3	-2.90199417916	5.02640136157	5.80398835832	0.0	-3.01098929715	5.04340707273	False	11	10	22	5	10	14	20	18	17	12	13	1	19	3	21	4	6	11	15	7	23	24	16	8	9	2	0
charlieEndogenous	dot-jump	False	95	circle	1024	768	1.16079767166	70.6	94.12	True	VAWMFSQY8KDNJEBCRLHZTPIU	15	2.90199417916	-5.02640136157	5.80398835832	0.0	3.23681349444	-5.41978073488	False	13	8	23	6	9	8	14	13	11	22	19	16	18	12	24	15	1	2	5	10	3	17	7	4	21	20	0
charlieEndogenous	dot-jump	False	96	circle	1024	768	1.16079767166	70.6	94.12	True	BAYJTVCWLMHQDUP2RINKZEFS	3	-2.90199417916	5.02640136157	5.60622225078	1.50218272469	-2.8604398323	4.93049497409	False	0	15	3	18	7	16	24	22	9	6	8	4	19	14	23	21	17	20	2	12	5	10	1	11	13	15	0
charlieEndogenous	dot-jump	False	97	circle	1024	768	1.16079767166	70.6	94.12	True	WLDIZSKTFBXV2PJCMUHQYEAN	14	1.50218272469	-5.60622225078	5.60622225078	-1.50218272469	1.27967045129	-5.79615439702	False	20	12	15	20	22	1	12	17	8	2	10	6	4	19	18	7	9	24	13	3	16	11	14	5	21	23	0
charlieEndogenous	dot-jump	False	98	circle	1024	768	1.16079767166	70.6	94.12	True	IVYNDJHUQLCMESFR8PXTAKBW	22	4.10403952609	4.10403952609	1.50218272469	5.60622225078	3.76373662144	3.95192345251	False	17	16	20	15	8	11	18	21	1	6	17	12	4	2	14	5	16	9	24	22	7	10	13	23	3	19	0
charlieEndogenous	dot-jump	False	99	circle	1024	768	1.16079767166	70.6	94.12	True	BCEUXAHPJYMLVWFQ7IDRTZNS	4	-4.10403952609	4.10403952609	5.02640136157	-2.90199417916	-3.80137398766	4.10247291737	False	21	16	15	19	20	9	18	8	21	24	13	6	1	7	12	16	14	11	17	3	5	22	10	4	23	2	0
charlieEndogenous	dot-jump	False	100	circle	1024	768	1.16079767166	70.6	94.12	True	XPDELWVFSHUAQIC7JTMBNYKR	20	5.60622225078	1.50218272469	0.0	-5.80398835832	5.87142912945	1.3173078175	False	16	15	1	22	11	14	19	10	4	24	7	16	17	15	9	8	21	13	20	12	2	3	5	18	23	6	0
charlieEndogenous	dot-jump	False	101	circle	1024	768	1.16079767166	70.6	94.12	True	QVXLJTWDASHRBI7FKCMPENZU	22	4.10403952609	4.10403952609	-5.60622225078	-1.50218272469	3.95192345251	4.02719818494	False	15	14	10	13	19	2	23	7	4	24	20	9	18	17	12	16	8	22	6	5	3	15	11	1	14	21	0
charlieEndogenous	dot-jump	False	102	circle	1024	768	1.16079767166	70.6	94.12	True	PJYZLBNK6EWSFRUVAXHMDTQI	14	1.50218272469	-5.60622225078	5.02640136157	2.90199417916	1.65604411343	-5.49505546731	False	2	8	7	18	14	16	22	12	17	9	21	3	23	11	6	24	13	4	15	10	1	2	20	8	19	5	0
charlieEndogenous	dot-jump	False	103	circle	1024	768	1.16079767166	70.6	94.12	True	UEBTKXHCPIFY8MSRVQAWNLDJ	24	1.50218272469	5.60622225078	0.0	5.80398835832	1.43021991615	5.83379176324	False	17	12	13	5	14	12	6	8	7	3	17	21	15	16	1	10	2	23	4	24	18	9	11	20	22	19	0
charlieEndogenous	dot-jump	False	104	circle	1024	768	1.16079767166	70.6	94.12	True	YLIHXFDUN4ZWEPMKRQVTSJCA	21	5.02640136157	2.90199417916	2.90199417916	5.02640136157	4.74230814302	2.37115407151	False	12	9	9	20	16	17	5	18	3	2	15	23	10	4	21	8	14	13	22	6	12	19	24	1	7	11	0
charlieEndogenous	dot-jump	False	105	circle	1024	768	1.16079767166	70.6	94.12	True	CQJXNFVWBUM3YEDHLPZTRSIK	12	-1.50218272469	-5.60622225078	2.90199417916	-5.02640136157	-1.053846254	-5.15631917138	False	15	11	20	18	19	4	13	24	1	16	8	3	22	15	21	14	7	12	5	11	2	6	17	23	10	9	0
charlieEndogenous	dot-jump	False	106	circle	1024	768	1.16079767166	70.6	94.12	True	YPJLTWXHCI8EMVZQDANFUSKR	14	1.50218272469	-5.60622225078	2.90199417916	-5.02640136157	1.3173078175	-5.34450600245	False	17	10	17	10	19	24	6	9	7	1	21	23	15	5	12	13	3	16	2	14	22	11	8	4	18	20	0
charlieEndogenous	dot-jump	False	107	circle	1024	768	1.16079767166	70.6	94.12	True	VJMIZNDLRHTES4UQBCFAPYXW	19	5.80398835832	0.0	-5.60622225078	1.50218272469	5.60796756595	0.150549464858	False	12	13	24	14	10	5	18	17	2	16	3	21	15	8	19	6	20	11	9	4	12	7	13	1	22	23	0
charlieEndogenous	dot-jump	False	108	circle	1024	768	1.16079767166	70.6	94.12	True	JXAPFLHWSZYDIK2VUNRECBMT	3	-2.90199417916	5.02640136157	-5.02640136157	2.90199417916	-2.5969782688	4.77994550923	False	21	14	21	19	13	22	24	7	18	8	14	9	23	12	15	20	5	10	6	1	16	17	11	3	2	4	0
charlieEndogenous	dot-jump	False	109	circle	1024	768	1.16079767166	70.6	94.12	True	UBFNWJQA4SDXKEVYHRIPMCZL	15	2.90199417916	-5.02640136157	-4.10403952609	-4.10403952609	2.8604398323	-5.19395653759	False	0	8	15	17	13	19	9	7	14	22	10	11	8	1	20	24	4	5	6	21	3	2	18	12	23	16	0
charlieEndogenous	dot-jump	False	110	circle	1024	768	1.16079767166	70.6	94.12	True	ZXPUCJNEYVH2FBQSDMRIAKWT	4	-4.10403952609	4.10403952609	2.90199417916	5.02640136157	-3.83901135387	3.83901135387	False	15	11	24	13	5	12	21	3	1	15	16	8	2	23	9	17	6	4	18	11	19	10	14	7	22	20	0
charlieEndogenous	dot-jump	False	111	circle	1024	768	1.16079767166	70.6	94.12	True	BWIXUCNVE8ADHSRMFZLTJPQK	14	1.50218272469	-5.60622225078	5.60622225078	1.50218272469	1.99478040936	-5.72087966459	False	14	9	1	7	22	8	17	6	21	23	18	20	12	4	11	15	14	13	24	10	16	19	5	9	3	2	0
charlieEndogenous	dot-jump	False	112	circle	1024	768	1.16079767166	70.6	94.12	True	ASPYWBHKRCVQEFD8ULIZNMJT	17	5.02640136157	-2.90199417916	4.10403952609	-4.10403952609	4.47884657952	-2.8604398323	False	14	15	11	21	6	14	2	5	7	18	9	13	15	23	24	20	17	16	4	1	8	22	10	12	3	19	0
charlieEndogenous	dot-jump	False	113	circle	1024	768	1.16079767166	70.6	94.12	True	KDLCXRZMTSVW2NAIEUYFHPBJ	4	-4.10403952609	4.10403952609	-2.90199417916	5.02640136157	-4.40357184709	3.87664872009	False	17	12	1	9	2	16	20	21	17	22	10	12	15	23	3	5	19	14	8	4	7	24	18	13	11	6	0
charlieEndogenous	dot-jump	False	114	circle	1024	768	1.16079767166	70.6	94.12	True	RMAUITSHEZ2PQCDNLVWXYFKJ	23	2.90199417916	5.02640136157	1.50218272469	5.60622225078	3.1239013958	4.85522024166	False	13	10	13	21	4	19	16	11	9	5	17	14	24	2	8	23	15	6	3	22	20	12	1	10	18	7	0
charlieEndogenous	dot-jump	False	115	circle	1024	768	1.16079767166	70.6	94.12	True	FNLHXDIJKMWZTUYS7QVCBEAP	15	2.90199417916	-5.02640136157	2.90199417916	-5.02640136157	3.19917612823	-4.77994550923	True	16	16	12	17	21	19	7	4	13	5	14	6	16	8	23	18	1	22	15	3	20	10	11	9	2	24	0
charlieEndogenous	dot-jump	False	116	circle	1024	768	1.16079767166	70.6	94.12	True	ZYKEWQHSMRIXU3JLNTPCBDVA	10	-4.10403952609	-4.10403952609	4.10403952609	-4.10403952609	-3.50027505794	-3.76373662144	False	16	13	15	19	23	24	7	4	3	11	6	5	13	1	20	16	2	14	10	17	9	21	22	12	8	18	0
charlieEndogenous	dot-jump	False	117	circle	1024	768	1.16079767166	70.6	94.12	True	TUDXKQHI5RZJSYBELMACFVNP	15	2.90199417916	-5.02640136157	2.90199417916	5.02640136157	2.89807719851	-5.38214336866	False	10	8	18	21	12	16	20	9	8	13	23	22	15	4	2	10	17	14	24	7	5	11	6	19	1	3	0
charlieEndogenous	dot-jump	False	118	circle	1024	768	1.16079767166	70.6	94.12	True	ZVDLYXNATQPKFS7EUJRWBCMI	23	2.90199417916	5.02640136157	4.10403952609	-4.10403952609	2.67225300122	5.04340707273	False	17	14	11	22	17	15	3	4	6	21	13	12	1	5	14	8	16	10	2	23	9	24	20	19	7	18	0
charlieEndogenous	dot-jump	False	119	circle	1024	768	1.16079767166	70.6	94.12	True	FNXKSAZYRQT6DLBMPWCVEUHI	20	5.60622225078	1.50218272469	-5.02640136157	-2.90199417916	5.38214336866	1.58076938101	False	18	11	3	24	12	6	17	11	10	4	5	23	21	9	1	8	22	19	14	13	20	7	16	2	18	15	0
charlieEndogenous	dot-jump	False	120	circle	1024	768	1.16079767166	70.6	94.12	True	UDPVMZAXWL6SFBQKETCRJNYH	13	0.0	-5.80398835832	-5.02640136157	2.90199417916	0.526923127002	-5.19395653759	False	9	10	8	19	4	17	2	23	14	21	22	13	5	10	12	6	9	15	11	3	16	1	20	7	18	24	0
charlieEndogenous	dot-jump	False	121	circle	1024	768	1.16079767166	70.6	94.12	True	VZMYSFXDUBHK8PLTINWQRECJ	22	4.10403952609	4.10403952609	-2.90199417916	5.02640136157	4.1777476498	3.9142860863	False	11	12	19	6	11	15	12	4	18	5	8	13	9	22	3	21	17	20	24	7	14	2	10	1	23	16	0
charlieEndogenous	dot-jump	False	122	circle	1024	768	1.16079767166	70.6	94.12	True	NBVFXLDIJ9RCWZKHEYPTQSUA	10	-4.10403952609	-4.10403952609	0.0	-5.80398835832	-4.14011028359	-4.36593448087	False	14	9	22	11	4	3	7	15	2	17	14	13	8	6	20	19	10	1	21	16	12	23	24	9	18	5	0
charlieEndogenous	dot-jump	False	123	circle	1024	768	1.16079767166	70.6	94.12	True	TSHPYMWRXUVFQEL6NABKCIZD	3	-2.90199417916	5.02640136157	-2.90199417916	5.02640136157	-2.52170353637	4.74230814302	True	15	15	22	16	19	1	2	18	4	23	13	7	11	9	15	21	10	3	5	6	14	8	17	24	20	12	0
charlieEndogenous	dot-jump	False	124	circle	1024	768	1.16079767166	70.6	94.12	True	FCZTRYHJBKAMLNIQ7VXDUSPE	1	0.0	5.80398835832	-5.60622225078	1.50218272469	-0.0376373662144	5.75851703081	False	13	16	22	9	17	21	14	5	7	11	23	20	4	16	15	1	10	13	6	24	2	12	8	19	3	18	0
charlieEndogenous	dot-jump	False	125	circle	1024	768	1.16079767166	70.6	94.12	True	FETHCSJBDWRQI5XYAKNVUZPL	4	-4.10403952609	4.10403952609	-4.10403952609	4.10403952609	-3.72609925523	4.10247291737	True	13	13	14	3	18	9	11	13	8	23	16	6	19	15	1	4	12	7	5	22	10	24	17	20	2	21	0
charlieEndogenous	dot-jump	False	126	circle	1024	768	1.16079767166	70.6	94.12	True	RAXLDUKCSFIJ4QHEYMVWTPBZ	14	1.50218272469	-5.60622225078	0.0	-5.80398835832	1.91950567694	-6.7747259186	False	20	12	22	11	12	1	3	8	19	7	18	20	2	10	13	5	23	17	6	15	21	4	14	9	24	16	0
charlieEndogenous	dot-jump	False	127	circle	1024	768	1.16079767166	70.6	94.12	True	BTAHRUEQKZJMNXW6VPIFSLDC	12	-1.50218272469	-5.60622225078	-5.60622225078	-1.50218272469	-1.65604411343	-5.34450600245	False	20	15	10	16	19	6	23	15	14	2	18	4	20	5	13	17	11	8	3	21	9	1	12	24	7	22	0
charlieEndogenous	dot-jump	False	128	circle	1024	768	1.16079767166	70.6	94.12	True	WBNEQLCDR7TZYJVUHXFKIPMA	15	2.90199417916	-5.02640136157	1.50218272469	-5.60622225078	2.89807719851	-4.93049497409	False	3	9	2	6	16	15	19	18	3	7	4	14	1	21	11	13	24	23	20	12	9	10	17	22	5	8	0
charlieEndogenous	dot-jump	False	129	circle	1024	768	1.16079767166	70.6	94.12	True	MVDHPLRXBUE9JSFYICTKWQNZ	21	5.02640136157	2.90199417916	-1.50218272469	-5.60622225078	4.7046707768	2.70989036744	False	0	11	21	14	1	7	16	9	8	3	20	22	6	12	19	11	23	24	17	2	4	10	15	18	13	5	0
charlieEndogenous	dot-jump	False	130	circle	1024	768	1.16079767166	70.6	94.12	True	DFJQTAEWVM3BSLKNZIHRXCYP	17	5.02640136157	-2.90199417916	0.0	-5.80398835832	4.7046707768	-2.93571456472	False	11	10	4	15	8	16	18	6	11	23	22	10	13	17	5	21	24	2	20	19	7	1	3	9	12	14	0
charlieEndogenous	dot-jump	False	131	circle	1024	768	1.16079767166	70.6	94.12	True	DKCLBHEYSPZTV4WFAXINUJQR	10	-4.10403952609	-4.10403952609	2.90199417916	-5.02640136157	-3.80137398766	-3.83901135387	False	20	13	3	5	12	6	11	8	23	1	14	20	22	19	24	15	16	2	13	9	18	7	10	17	4	21	0
charlieEndogenous	dot-jump	False	132	circle	1024	768	1.16079767166	70.6	94.12	True	UABLDFVI3SKEYPZHTCMWXQRN	21	5.02640136157	2.90199417916	-1.50218272469	5.60622225078	5.04340707273	2.74752773365	False	15	8	10	6	9	23	8	5	11	14	2	12	13	18	19	1	24	21	15	22	7	3	17	20	16	4	0
charlieEndogenous	dot-jump	False	133	circle	1024	768	1.16079767166	70.6	94.12	True	VNYFQHJLPBIAXMCU9WSDEZKR	22	4.10403952609	4.10403952609	-2.90199417916	5.02640136157	3.95192345251	3.80137398766	False	20	16	6	17	13	23	1	14	12	11	19	15	20	16	2	7	24	8	3	10	21	4	22	9	5	18	0
charlieEndogenous	dot-jump	False	134	circle	1024	768	1.16079767166	70.6	94.12	True	MQJPRUCASVFLNE2KZTHBIWYD	5	-5.02640136157	2.90199417916	5.80398835832	0.0	-4.77994550923	2.67225300122	False	8	14	8	10	14	1	13	16	3	7	5	18	12	21	2	22	19	24	17	9	6	20	4	23	11	15	0
charlieEndogenous	dot-jump	False	135	circle	1024	768	1.16079767166	70.6	94.12	True	FASMHKNYBWZ6VIQUJXPTREDC	11	-2.90199417916	-5.02640136157	4.10403952609	-4.10403952609	-2.8604398323	-5.49505546731	False	12	11	15	3	5	10	4	18	9	13	6	24	1	16	11	19	17	20	23	21	12	2	8	22	14	7	0
charlieEndogenous	dot-jump	False	136	circle	1024	768	1.16079767166	70.6	94.12	True	VULCSXIQ5DENAJFRPTBYMWHZ	6	-5.60622225078	1.50218272469	5.02640136157	2.90199417916	0.0	0.0	False	1	8	11	6	2	10	15	8	23	14	21	12	17	16	22	19	20	1	4	7	5	9	3	24	18	13	0
charlieEndogenous	dot-jump	False	137	circle	1024	768	1.16079767166	70.6	94.12	True	AHRIQKDVW3ULJPCFXTZMEBSN	15	2.90199417916	-5.02640136157	5.02640136157	-2.90199417916	3.1239013958	-5.15631917138	False	21	9	8	1	2	5	16	24	7	9	4	17	6	14	19	21	20	22	13	10	18	3	12	15	23	11	0
charlieEndogenous	dot-jump	False	138	circle	1024	768	1.16079767166	70.6	94.12	True	STFQWAZNEIBHP3DYVJKULRMX	9	-5.02640136157	-2.90199417916	1.50218272469	-5.60622225078	-5.08104443895	-2.67225300122	False	18	13	13	19	11	4	12	21	6	16	22	17	10	1	15	14	2	23	5	24	9	18	3	20	8	7	0
charlieEndogenous	dot-jump	False	139	circle	1024	768	1.16079767166	70.6	94.12	True	DMYFNTBQLZKIWEX3AJCHUVPS	16	4.10403952609	-4.10403952609	1.50218272469	-5.60622225078	4.10247291737	-3.98956081873	False	3	15	21	1	11	16	7	19	9	6	23	18	8	10	15	12	2	14	5	3	20	4	13	17	24	22	0
charlieEndogenous	dot-jump	False	140	circle	1024	768	1.16079767166	70.6	94.12	True	TQUBMDWHYFVXEJSN7CPIALRZ	23	2.90199417916	5.02640136157	-5.80398835832	0.0	2.74752773365	4.81758287545	False	14	16	13	18	14	16	1	9	4	6	15	10	21	2	20	8	23	3	7	5	22	12	17	19	24	11	0
charlieEndogenous	dot-jump	False	141	circle	1024	768	1.16079767166	70.6	94.12	True	EJTQARSZUL2KWNDPHYCIXBFM	16	4.10403952609	-4.10403952609	1.50218272469	-5.60622225078	4.47884657952	-4.62939604437	False	14	10	19	23	22	3	5	18	21	24	11	15	14	17	2	7	16	8	13	6	20	1	9	4	10	12	0
charlieEndogenous	dot-jump	False	142	circle	1024	768	1.16079767166	70.6	94.12	True	CTKWYHQBNEIP2VZASRFMUJLX	22	4.10403952609	4.10403952609	-2.90199417916	5.02640136157	3.76373662144	3.76373662144	False	14	12	7	10	15	4	6	2	9	19	12	1	23	18	3	11	22	16	5	13	20	8	24	14	17	21	0
charlieEndogenous	dot-jump	False	143	circle	1024	768	1.16079767166	70.6	94.12	True	JZNLPMIHXWEVKF3SDRUQATCY	2	-1.50218272469	5.60622225078	-5.02640136157	2.90199417916	-1.43021991615	5.34450600245	False	8	14	9	3	7	8	14	18	10	11	2	20	23	15	21	19	5	6	1	17	12	22	13	4	16	24	0
charlieEndogenous	dot-jump	False	144	circle	1024	768	1.16079767166	70.6	94.12	True	WYPUZKMCJIXTNSBV7FRAEDLQ	22	4.10403952609	4.10403952609	5.80398835832	0.0	4.51648394573	4.14011028359	False	17	16	17	8	13	6	20	21	10	12	7	14	3	16	11	5	24	18	19	22	2	1	4	23	9	15	0
charlieEndogenous	dot-jump	False	145	circle	1024	768	1.16079767166	70.6	94.12	True	XCADTLMPKZB8UFHJYNVEIQWR	15	2.90199417916	-5.02640136157	1.50218272469	-5.60622225078	2.78516509987	-5.04340707273	False	20	11	13	20	10	22	16	8	3	7	17	18	4	14	5	2	1	23	24	21	11	12	15	6	9	19	0
charlieEndogenous	dot-jump	False	146	circle	1024	768	1.16079767166	70.6	94.12	True	AIFQPZXK8UYNHBCVMJTLWSRE	12	-1.50218272469	-5.60622225078	-4.10403952609	4.10403952609	-1.61840674722	-5.72087966459	False	16	8	10	18	11	5	14	24	15	17	4	21	16	3	20	2	7	23	12	19	22	8	9	1	6	13	0
charlieEndogenous	dot-jump	False	147	circle	1024	768	1.16079767166	70.6	94.12	True	DXYIPWQUMJTNA8BSVZRKECLF	12	-1.50218272469	-5.60622225078	5.60622225078	1.50218272469	-1.54313201479	-5.41978073488	False	12	13	13	6	10	3	5	18	11	9	15	24	1	22	12	20	21	2	16	4	19	8	14	17	7	23	0
charlieEndogenous	dot-jump	False	148	circle	1024	768	1.16079767166	70.6	94.12	True	JHTWSBFCUIDNMQ6REYLAVKPZ	22	4.10403952609	4.10403952609	5.02640136157	2.90199417916	4.14011028359	4.1777476498	False	15	14	16	11	4	19	23	8	13	2	12	1	10	18	7	24	21	22	15	5	9	6	3	14	20	17	0
charlieEndogenous	dot-jump	False	149	circle	1024	768	1.16079767166	70.6	94.12	True	SUBXEKIZF3YCDLPWRANJMVHQ	3	-2.90199417916	5.02640136157	-5.02640136157	-2.90199417916	-2.97335193094	4.77994550923	False	20	9	24	12	5	18	1	23	19	20	8	9	2	6	10	21	17	4	13	22	15	14	3	11	16	7	0
charlieEndogenous	dot-jump	False	150	circle	1024	768	1.16079767166	70.6	94.12	True	ISAYWTJXPMZB4NEDQVRLCFKH	23	2.90199417916	5.02640136157	1.50218272469	5.60622225078	2.93571456472	4.55412131195	False	8	12	21	4	10	22	15	16	9	12	23	5	18	20	24	14	3	7	1	8	19	11	13	17	2	6	0
charlieEndogenous	dot-jump	False	151	circle	1024	768	1.16079767166	70.6	94.12	True	KBRYIUALSD8CZTEXNPMQFHWV	9	-5.02640136157	-2.90199417916	-4.10403952609	4.10403952609	-4.81758287545	-2.52170353637	False	18	10	2	18	6	21	7	11	5	16	19	13	4	3	23	12	22	1	15	24	9	14	20	10	17	8	0
charlieEndogenous	dot-jump	False	152	circle	1024	768	1.16079767166	70.6	94.12	True	WXYDVTLJNZEMCHU5QIRFAPBK	24	1.50218272469	5.60622225078	-4.10403952609	4.10403952609	1.54313201479	5.04340707273	False	12	15	21	3	9	2	6	18	19	5	23	20	10	11	24	14	7	4	16	13	1	22	17	15	12	8	0
charlieEndogenous	dot-jump	False	153	circle	1024	768	1.16079767166	70.6	94.12	True	ERFMLNKCBT5SJPQHIZUYADWV	11	-2.90199417916	-5.02640136157	2.90199417916	-5.02640136157	-2.63461563501	-5.08104443895	False	16	10	17	6	1	8	5	7	23	13	24	10	15	2	18	16	4	19	11	21	3	22	20	14	12	9	0
charlieEndogenous	dot-jump	False	154	circle	1024	768	1.16079767166	70.6	94.12	True	QRBXTKZWCHYVN9SPEIALDJFU	14	1.50218272469	-5.60622225078	-1.50218272469	5.60622225078	1.46785728236	-5.72087966459	False	17	13	9	16	7	3	17	23	21	18	8	15	20	4	10	2	13	24	19	14	6	5	11	12	1	22	0
charlieEndogenous	dot-jump	False	155	circle	1024	768	1.16079767166	70.6	94.12	True	VIPXADQLMZS7FEWRHBJYTKNC	11	-2.90199417916	-5.02640136157	0.0	-5.80398835832	-2.89807719851	-4.9681323403	False	21	11	2	7	3	1	20	5	4	21	17	19	23	13	15	12	10	24	8	9	14	22	16	11	18	6	0
