4	3	11	21	22	11	20	1	7	17	8	18	9	16	4	24	13	2	14	23	6	21	12	15	3	5	19	10
24	21	11	12	1	20	5	4	2	12	6	9	22	13	24	21	17	11	14	19	7	23	3	16	18	15	10	8
8	15	11	19	16	19	17	12	7	21	14	9	22	5	8	1	20	18	4	2	23	24	15	11	6	3	10	13
1	3	11	13	24	20	5	6	7	2	23	17	11	12	1	16	3	13	4	10	21	22	9	15	14	8	18	19
2	4	11	16	9	21	22	14	17	20	16	12	10	1	2	19	7	13	18	4	8	5	6	23	15	11	3	24
9	11	11	14	3	6	15	22	8	7	10	24	5	13	9	4	20	11	19	12	18	23	21	16	2	17	1	14
11	23	11	13	8	14	18	20	13	2	6	3	9	24	11	7	23	16	19	21	4	15	17	5	12	22	10	1
4	3	11	17	13	16	18	14	21	8	6	11	23	24	4	7	15	1	5	2	3	22	20	10	12	17	19	9
21	11	11	14	16	7	2	17	5	15	4	14	19	9	21	22	13	11	3	1	20	10	8	24	18	6	12	23
9	15	11	7	21	4	10	17	24	5	15	1	7	20	9	14	3	19	6	23	13	16	11	8	2	12	18	22
13	12	11	10	20	18	5	17	24	21	15	4	16	12	13	8	6	1	19	2	11	22	3	23	14	10	9	7
18	17	11	13	19	11	21	24	3	16	14	20	13	23	18	12	17	8	4	6	7	5	15	2	22	10	1	9
4	23	11	2	5	23	20	18	13	2	24	9	15	10	4	21	17	6	22	14	3	7	12	8	16	1	19	11
12	11	11	14	21	23	1	17	13	2	10	14	6	15	12	16	22	11	19	24	7	8	3	5	9	18	20	4
21	9	11	24	6	5	17	15	4	11	1	7	14	8	21	22	2	13	24	20	18	16	23	19	3	12	10	9
18	12	11	17	7	24	2	5	4	21	3	11	9	16	18	10	20	13	23	1	12	17	15	6	14	22	8	19
15	22	11	23	14	17	6	12	5	20	4	3	24	23	15	18	13	10	11	2	19	1	9	8	7	21	22	16
7	8	11	18	22	10	21	2	19	1	23	5	11	9	7	15	16	20	24	3	13	8	18	6	4	14	12	17
5	6	11	3	1	18	6	14	10	7	20	16	12	2	5	8	21	3	15	23	13	22	4	24	17	11	9	19
16	15	11	17	21	11	17	23	7	1	20	13	14	3	16	5	8	4	22	2	15	12	18	19	6	9	10	24
1	2	11	6	24	7	15	9	6	2	8	12	16	23	1	17	13	21	18	5	4	20	10	11	19	3	22	14
22	12	11	3	9	19	12	6	2	21	14	13	24	20	22	11	3	10	18	23	17	15	1	16	5	8	4	7
5	3	11	17	13	22	9	18	17	2	14	10	1	6	5	19	4	24	16	15	3	7	11	21	12	20	23	8
3	3	11	11	20	17	21	14	24	9	5	7	6	2	3	11	22	12	19	10	18	15	1	8	13	16	23	4
16	23	11	16	4	12	5	9	20	19	8	22	10	3	16	17	11	15	24	23	14	13	2	18	6	1	7	21
19	1	11	19	3	2	22	8	24	12	11	13	6	16	19	18	5	7	9	17	14	4	1	21	15	23	10	20
9	11	11	10	7	6	20	12	21	5	16	3	4	11	9	23	15	10	17	2	24	8	22	13	18	19	14	1
16	23	11	8	9	6	8	22	11	17	10	23	15	2	16	1	13	3	7	4	20	18	14	5	12	24	21	19
22	12	11	12	3	11	5	8	10	14	7	23	13	19	22	12	21	17	18	20	6	24	16	9	2	15	4	1
7	7	11	11	6	24	19	20	8	12	23	1	3	15	7	16	22	21	18	13	14	2	11	17	9	4	10	5
1	15	11	8	4	23	21	18	13	6	22	15	3	24	1	8	20	2	12	19	5	10	14	17	11	7	16	9
7	4	11	21	12	19	5	13	11	6	1	22	21	2	7	3	9	16	14	18	8	23	17	20	4	15	24	10
1	17	11	7	16	5	20	19	23	3	17	21	6	8	1	22	14	10	4	12	13	24	15	11	9	18	7	2
18	23	11	13	10	8	3	24	2	5	22	11	20	4	18	12	23	21	13	17	16	15	6	7	1	14	9	19
8	4	11	15	1	19	15	21	11	12	24	18	7	3	8	2	20	23	4	22	14	13	17	5	10	6	16	9
24	3	11	7	6	14	1	2	4	17	3	7	15	10	24	22	12	19	9	8	21	5	20	11	23	18	16	13
11	23	11	13	7	20	17	4	15	1	22	5	3	14	11	24	23	21	18	13	9	19	8	10	6	2	16	12
17	23	11	8	18	7	21	11	24	6	2	23	3	12	17	4	20	9	15	8	5	22	16	14	10	1	19	13
11	1	11	14	22	23	10	21	12	8	9	13	20	2	11	24	5	1	16	17	7	15	4	3	18	19	14	6
6	4	11	3	1	14	4	16	15	24	7	21	8	20	6	19	18	5	10	11	23	9	22	3	17	12	2	13
13	23	11	8	17	3	20	2	1	4	15	23	9	7	13	16	24	6	5	12	21	18	19	8	11	10	22	14
18	16	11	10	2	9	6	19	10	22	24	3	15	16	18	21	11	7	8	12	17	13	20	14	4	1	5	23
16	10	11	10	5	6	1	14	21	13	17	19	20	10	16	7	18	8	2	12	23	22	15	3	9	4	11	24
3	2	11	7	6	18	17	9	14	20	2	5	15	22	3	12	1	4	13	24	7	10	8	21	16	19	23	11
16	1	11	20	13	18	20	23	2	17	3	24	6	14	16	9	4	7	22	19	8	15	21	1	10	12	5	11
8	16	11	19	18	12	20	19	14	5	6	17	10	15	8	9	4	13	21	22	3	1	16	23	7	2	24	11
24	23	11	22	7	16	3	6	17	11	14	1	20	15	24	19	8	9	22	12	2	13	10	4	18	23	21	5
18	12	11	12	7	22	3	2	21	14	19	24	13	16	18	12	17	20	23	5	10	6	9	15	4	8	11	1
10	13	11	12	16	22	7	5	15	21	18	1	23	8	10	13	14	9	20	17	2	3	12	4	6	19	24	11
7	24	11	8	23	19	2	15	11	8	18	24	21	17	7	14	13	10	12	1	6	22	20	3	4	9	5	16
14	15	11	16	12	21	6	5	2	17	23	13	20	19	14	16	7	8	1	15	24	11	10	22	4	9	3	18
23	22	11	15	2	3	20	5	13	1	4	9	12	19	23	21	10	7	22	17	8	11	15	14	16	18	6	24
6	4	11	12	1	10	22	20	16	14	15	24	5	8	6	4	11	23	17	21	18	2	12	19	9	3	7	13
21	15	11	16	17	19	10	18	1	16	8	11	3	13	21	14	5	24	20	15	4	6	12	7	22	2	23	9
9	10	11	5	16	17	12	5	10	7	8	24	23	21	9	6	1	11	15	18	14	19	3	13	4	22	2	20
12	13	11	19	9	14	22	11	4	2	15	7	17	8	12	21	1	3	16	20	18	10	13	24	6	19	5	23
