subject 	task 	staircase 	trialNum 	stimulus 	monitorWidth 	monitorHeight 	stimHeight  	ISI 	SOA 	responseSpatialPos 	responseX 	responseY 	correctX 	correctY 	clickX 	clickY 	accuracy 	responsePosInStream 	correctPosInStream 	position0 	position1 	position2 	position3 	position4 	position5 	position6 	position7 	position8 	position9 	position10 	position11 	position12 	position13 	position14 	position15 	position16 	position17 	position18 	position19 	position20 	position21 	position22 	position23 	longFrames
CB 	 dot-jump 	 False 	 0 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 3 	 -2.90199417916 	 5.02640136157 	 2.90199417916 	 -5.02640136157 	 -2.97335193094 	 5.08104443895 	 False 	 3 	 10 	14 	22 	21 	3 	7 	13 	16 	5 	1 	8 	15 	20 	18 	9 	6 	2 	12 	11 	23 	17 	24 	19 	4 	10 	0
CB 	 dot-jump 	 False 	 1 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 20 	 5.60622225078 	 1.50218272469 	 -1.50218272469 	 -5.60622225078 	 5.49505546731 	 1.16675835265 	 False 	 8 	 10 	8 	11 	6 	5 	3 	24 	2 	22 	20 	21 	12 	10 	14 	23 	1 	7 	4 	18 	19 	13 	15 	17 	16 	9 	0
CB 	 dot-jump 	 False 	 2 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 24 	 1.50218272469 	 5.60622225078 	 5.80398835832 	 0.0 	 1.50549464858 	 5.26923127002 	 False 	 15 	 10 	9 	2 	11 	8 	18 	1 	3 	16 	21 	13 	19 	7 	17 	23 	14 	24 	15 	10 	20 	12 	22 	5 	4 	6 	0
CB 	 dot-jump 	 False 	 3 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 11 	 -2.90199417916 	 -5.02640136157 	 5.60622225078 	 -1.50218272469 	 -2.67225300122 	 -4.89285760787 	 False 	 6 	 10 	9 	12 	2 	4 	21 	8 	11 	17 	24 	10 	18 	1 	6 	22 	5 	13 	19 	16 	23 	7 	3 	14 	15 	20 	0
CB 	 dot-jump 	 False 	 4 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 4 	 -4.10403952609 	 4.10403952609 	 5.60622225078 	 -1.50218272469 	 -3.76373662144 	 3.68846188901 	 False 	 21 	 10 	10 	24 	21 	5 	11 	19 	9 	14 	23 	12 	18 	7 	20 	6 	2 	15 	16 	1 	8 	13 	22 	4 	17 	3 	0
CB 	 dot-jump 	 False 	 5 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 4.85522024166 	 3.01098929715 	 True 	 10 	 10 	22 	13 	23 	3 	8 	19 	5 	17 	9 	10 	21 	18 	7 	4 	1 	11 	14 	6 	16 	15 	12 	24 	2 	20 	0
CB 	 dot-jump 	 False 	 6 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 4.10403952609 	 4.10403952609 	 4.89285760787 	 2.93571456472 	 False 	 11 	 10 	17 	23 	8 	15 	19 	1 	5 	11 	12 	4 	22 	21 	9 	14 	20 	18 	24 	2 	6 	13 	10 	16 	3 	7 	0
CB 	 dot-jump 	 False 	 7 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 22 	 4.10403952609 	 4.10403952609 	 1.50218272469 	 -5.60622225078 	 4.32829711466 	 3.87664872009 	 False 	 11 	 10 	24 	3 	20 	2 	23 	7 	11 	18 	8 	6 	14 	22 	13 	21 	12 	4 	9 	16 	5 	1 	19 	17 	10 	15 	0
CB 	 dot-jump 	 False 	 8 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 2 	 -1.50218272469 	 5.60622225078 	 -1.50218272469 	 -5.60622225078 	 -1.65604411343 	 5.34450600245 	 False 	 14 	 10 	21 	8 	9 	5 	11 	10 	20 	13 	19 	15 	12 	3 	23 	22 	2 	6 	16 	24 	7 	4 	18 	14 	17 	1 	0
CB 	 dot-jump 	 False 	 9 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 3 	 -2.90199417916 	 5.02640136157 	 5.02640136157 	 2.90199417916 	 -2.74752773365 	 4.40357184709 	 False 	 12 	 10 	1 	7 	5 	2 	22 	12 	15 	19 	13 	17 	21 	10 	3 	6 	8 	11 	14 	16 	24 	18 	23 	9 	20 	4 	0
