subject 	task 	staircase 	trialNum 	responseSpatialPos 	responseX 	responseY 	correctX 	correctY 	clickX 	clickY 	accuracy 	responsePosInStream 	correctPosInStream 	position0 	position1 	position2 	position3 	position4 	position5 	position6 	position7 	position8 	position9 	position10 	position11 	position12 	position13 	position14 	position15 	position16 	position17 	position18 	position19 	position20 	position21 	position22 	position23 	longFrames
charlieCircleCue 	 dot-jump 	 False 	 10 	 24 	 1.03527618041 	 3.86370330516 	 3.46410161514 	 2.0 	 0.922827530533 	 3.72426824822 	 False 	 7 	 10 	11 	17 	16 	13 	15 	6 	3 	24 	2 	8 	21 	1 	18 	20 	5 	19 	23 	4 	12 	9 	14 	7 	10 	22 	0
charlieCircleCue 	 dot-jump 	 False 	 11 	 7 	 -4.0 	 0.0 	 -1.03527618041 	 3.86370330516 	 -4.05384950913 	 -0.0988743782714 	 False 	 7 	 10 	10 	18 	19 	13 	3 	11 	14 	7 	22 	5 	2 	20 	6 	24 	16 	23 	8 	1 	15 	4 	9 	21 	17 	12 	0
charlieCircleCue 	 dot-jump 	 False 	 12 	 6 	 -3.86370330516 	 1.03527618041 	 -3.86370330516 	 -1.03527618041 	 -3.7901845004 	 0.955785656624 	 False 	 13 	 10 	3 	19 	1 	17 	22 	11 	16 	21 	24 	9 	8 	4 	7 	6 	2 	10 	13 	14 	5 	12 	18 	20 	15 	23 	0
charlieCircleCue 	 dot-jump 	 False 	 13 	 4 	 -2.82842712475 	 2.82842712475 	 2.82842712475 	 2.82842712475 	 -2.90031509596 	 2.93327322205 	 False 	 15 	 10 	9 	17 	13 	18 	1 	7 	23 	21 	12 	19 	22 	2 	6 	20 	14 	4 	11 	5 	3 	10 	15 	24 	8 	16 	0
charlieCircleCue 	 dot-jump 	 False 	 14 	 16 	 2.82842712475 	 -2.82842712475 	 3.86370330516 	 -1.03527618041 	 2.90031509596 	 -2.93327322205 	 False 	 12 	 10 	24 	6 	10 	1 	13 	19 	8 	20 	12 	11 	18 	4 	16 	23 	17 	2 	9 	15 	21 	7 	22 	3 	5 	14 	0
charlieCircleCue 	 dot-jump 	 False 	 15 	 4 	 -2.82842712475 	 2.82842712475 	 1.03527618041 	 -3.86370330516 	 -2.83439884378 	 2.73552446551 	 False 	 7 	 10 	10 	16 	7 	2 	13 	19 	5 	4 	17 	18 	14 	3 	20 	22 	1 	6 	8 	21 	9 	15 	24 	11 	23 	12 	0
charlieCircleCue 	 dot-jump 	 False 	 16 	 6 	 -3.86370330516 	 1.03527618041 	 -3.46410161514 	 2.0 	 -3.85610075258 	 1.0217019088 	 False 	 5 	 10 	1 	22 	21 	18 	12 	6 	19 	23 	16 	17 	5 	24 	7 	13 	4 	15 	10 	14 	20 	8 	9 	11 	3 	2 	0
charlieCircleCue 	 dot-jump 	 False 	 17 	 19 	 4.0 	 0.0 	 4.0 	 0.0 	 4.05384950913 	 -0.197748756543 	 True 	 10 	 10 	17 	8 	4 	1 	13 	18 	23 	20 	9 	5 	19 	10 	11 	24 	16 	22 	2 	15 	7 	21 	12 	14 	3 	6 	0
charlieCircleCue 	 dot-jump 	 False 	 18 	 18 	 3.86370330516 	 -1.03527618041 	 3.86370330516 	 -1.03527618041 	 3.95497513086 	 -1.15353441317 	 True 	 10 	 10 	17 	11 	22 	24 	21 	12 	4 	2 	3 	10 	18 	15 	14 	5 	16 	20 	13 	8 	7 	23 	19 	9 	1 	6 	0
charlieCircleCue 	 dot-jump 	 False 	 19 	 10 	 -2.82842712475 	 -2.82842712475 	 1.03527618041 	 -3.86370330516 	 -2.83439884378 	 -2.99918947423 	 False 	 18 	 10 	23 	6 	12 	18 	16 	15 	7 	9 	24 	11 	14 	8 	17 	3 	19 	4 	22 	13 	10 	1 	5 	20 	21 	2 	0
charlieCircleCue 	 dot-jump 	 False 	 20 	 22 	 2.82842712475 	 2.82842712475 	 2.0 	 3.46410161514 	 2.93327322205 	 2.7684825916 	 False 	 11 	 10 	2 	1 	12 	7 	17 	11 	8 	20 	5 	16 	23 	22 	13 	10 	14 	6 	21 	24 	18 	15 	4 	9 	19 	3 	0
charlieCircleCue 	 dot-jump 	 False 	 21 	 24 	 1.03527618041 	 3.86370330516 	 0.0 	 4.0 	 1.05466003489 	 3.69131012213 	 False 	 9 	 10 	2 	9 	4 	8 	13 	23 	3 	7 	5 	24 	1 	14 	16 	6 	20 	11 	18 	17 	19 	22 	10 	12 	21 	15 	0
charlieCircleCue 	 dot-jump 	 False 	 22 	 11 	 -2.0 	 -3.46410161514 	 -2.82842712475 	 -2.82842712475 	 -2.14227819588 	 -3.69131012213 	 False 	 4 	 10 	5 	23 	3 	20 	11 	12 	24 	18 	7 	1 	10 	17 	21 	4 	14 	15 	13 	9 	19 	22 	2 	6 	8 	16 	0
charlieCircleCue 	 dot-jump 	 False 	 23 	 2 	 -1.03527618041 	 3.86370330516 	 -2.0 	 3.46410161514 	 -1.05466003489 	 3.75722637431 	 False 	 16 	 10 	14 	4 	18 	16 	10 	8 	22 	21 	6 	12 	3 	1 	23 	9 	15 	11 	2 	5 	19 	7 	13 	24 	17 	20 	0
charlieCircleCue 	 dot-jump 	 False 	 24 	 4 	 -2.82842712475 	 2.82842712475 	 -2.0 	 3.46410161514 	 -2.93327322205 	 2.90031509596 	 False 	 15 	 10 	24 	21 	11 	20 	5 	22 	6 	17 	8 	14 	3 	7 	10 	13 	18 	4 	19 	16 	23 	1 	12 	9 	15 	2 	0
charlieCircleCue 	 dot-jump 	 False 	 25 	 17 	 3.46410161514 	 -2.0 	 -2.0 	 -3.46410161514 	 3.55947761777 	 -2.04340381761 	 False 	 8 	 10 	4 	15 	24 	3 	10 	14 	21 	13 	17 	1 	11 	18 	7 	5 	2 	22 	12 	8 	6 	20 	19 	9 	16 	23 	0
charlieCircleCue 	 dot-jump 	 False 	 26 	 22 	 2.82842712475 	 2.82842712475 	 2.0 	 3.46410161514 	 2.7684825916 	 2.73552446551 	 False 	 18 	 10 	13 	15 	24 	17 	6 	1 	11 	5 	20 	14 	23 	2 	3 	21 	9 	10 	4 	16 	22 	12 	19 	18 	8 	7 	0
charlieCircleCue 	 dot-jump 	 False 	 27 	 9 	 -3.46410161514 	 -2.0 	 -3.46410161514 	 2.0 	 -3.4606032395 	 -2.17523632197 	 False 	 13 	 10 	3 	24 	22 	7 	14 	8 	6 	1 	16 	19 	5 	11 	4 	9 	15 	13 	20 	17 	12 	18 	2 	10 	21 	23 	0
charlieCircleCue 	 dot-jump 	 False 	 28 	 15 	 2.0 	 -3.46410161514 	 0.0 	 4.0 	 1.97748756543 	 -3.4606032395 	 False 	 22 	 10 	7 	13 	16 	6 	18 	21 	5 	22 	20 	24 	1 	14 	4 	23 	12 	11 	19 	8 	3 	17 	9 	10 	15 	2 	0
charlieCircleCue 	 dot-jump 	 False 	 29 	 5 	 -3.46410161514 	 2.0 	 0.0 	 -4.0 	 -3.62539386995 	 1.81269693498 	 False 	 8 	 10 	16 	24 	15 	1 	10 	12 	8 	18 	5 	11 	13 	17 	22 	21 	14 	3 	2 	19 	6 	20 	23 	9 	4 	7 	0
charlieCircleCue 	 dot-jump 	 False 	 30 	 11 	 -2.0 	 -3.46410161514 	 0.0 	 -4.0 	 -1.84565506107 	 -3.52651949168 	 False 	 11 	 10 	2 	7 	16 	19 	15 	21 	1 	20 	6 	8 	13 	11 	5 	3 	18 	12 	4 	14 	10 	17 	23 	9 	24 	22 	0
charlieCircleCue 	 dot-jump 	 False 	 31 	 9 	 -3.46410161514 	 -2.0 	 -1.03527618041 	 3.86370330516 	 -3.36172886123 	 -1.94452943934 	 False 	 18 	 10 	24 	23 	16 	4 	1 	5 	12 	14 	22 	21 	2 	8 	10 	17 	3 	7 	18 	11 	9 	19 	20 	6 	13 	15 	0
charlieCircleCue 	 dot-jump 	 False 	 32 	 11 	 -2.0 	 -3.46410161514 	 -2.82842712475 	 -2.82842712475 	 -1.97748756543 	 -3.4606032395 	 False 	 0 	 10 	11 	24 	8 	19 	23 	12 	16 	5 	17 	9 	10 	13 	7 	15 	18 	4 	6 	21 	1 	3 	14 	22 	20 	2 	0
charlieCircleCue 	 dot-jump 	 False 	 33 	 13 	 0.0 	 -4.0 	 -1.03527618041 	 3.86370330516 	 0.0659162521809 	 -4.02089138304 	 False 	 11 	 10 	15 	18 	24 	19 	3 	22 	4 	9 	20 	10 	2 	13 	21 	5 	17 	23 	14 	6 	16 	7 	11 	8 	1 	12 	0
charlieCircleCue 	 dot-jump 	 False 	 34 	 5 	 -3.46410161514 	 2.0 	 -3.86370330516 	 1.03527618041 	 -3.4606032395 	 2.01044569152 	 False 	 13 	 10 	13 	21 	23 	15 	4 	22 	12 	2 	24 	19 	6 	10 	18 	5 	17 	11 	1 	7 	8 	3 	20 	14 	9 	16 	0
charlieCircleCue 	 dot-jump 	 False 	 35 	 22 	 2.82842712475 	 2.82842712475 	 2.0 	 3.46410161514 	 2.83439884378 	 2.73552446551 	 False 	 2 	 10 	11 	1 	22 	21 	8 	13 	5 	6 	20 	9 	23 	4 	15 	10 	14 	24 	3 	19 	12 	17 	16 	18 	7 	2 	0
charlieCircleCue 	 dot-jump 	 False 	 36 	 9 	 -3.46410161514 	 -2.0 	 -3.46410161514 	 -2.0 	 -3.42764511341 	 -2.10932006979 	 True 	 10 	 10 	16 	1 	11 	10 	13 	24 	5 	12 	23 	14 	9 	17 	15 	2 	20 	7 	18 	6 	3 	8 	22 	19 	21 	4 	0
charlieCircleCue 	 dot-jump 	 False 	 37 	 24 	 1.03527618041 	 3.86370330516 	 0.0 	 4.0 	 1.0217019088 	 3.88905887868 	 False 	 18 	 10 	7 	18 	19 	4 	15 	8 	3 	16 	23 	12 	1 	5 	9 	10 	21 	20 	17 	6 	24 	11 	2 	22 	14 	13 	0
charlieCircleCue 	 dot-jump 	 False 	 38 	 5 	 -3.46410161514 	 2.0 	 -3.46410161514 	 2.0 	 -3.29581260905 	 1.91157131325 	 True 	 10 	 10 	20 	18 	24 	3 	4 	19 	11 	8 	17 	7 	5 	23 	10 	15 	22 	1 	2 	6 	16 	9 	12 	14 	21 	13 	0
charlieCircleCue 	 dot-jump 	 False 	 39 	 23 	 2.0 	 3.46410161514 	 -1.03527618041 	 -3.86370330516 	 2.10932006979 	 3.49356136559 	 False 	 0 	 10 	23 	7 	6 	9 	19 	8 	13 	18 	24 	1 	12 	16 	4 	15 	22 	11 	3 	5 	14 	21 	17 	20 	10 	2 	0
charlieCircleCue 	 dot-jump 	 False 	 40 	 1 	 0.0 	 4.0 	 -1.03527618041 	 -3.86370330516 	 -0.164790630452 	 3.82314262649 	 False 	 14 	 10 	21 	23 	13 	19 	8 	16 	22 	4 	5 	2 	12 	17 	3 	9 	1 	15 	6 	18 	24 	10 	20 	7 	11 	14 	0
charlieCircleCue 	 dot-jump 	 False 	 41 	 23 	 2.0 	 3.46410161514 	 4.0 	 0.0 	 2.04340381761 	 3.39468698732 	 False 	 9 	 10 	9 	10 	7 	3 	22 	8 	21 	15 	18 	23 	19 	2 	17 	14 	24 	13 	11 	4 	6 	16 	12 	1 	20 	5 	0
charlieCircleCue 	 dot-jump 	 False 	 42 	 4 	 -2.82842712475 	 2.82842712475 	 1.03527618041 	 3.86370330516 	 -2.57073383506 	 2.86735696987 	 False 	 11 	 10 	16 	14 	3 	23 	21 	18 	11 	5 	19 	10 	24 	4 	15 	17 	12 	2 	20 	1 	6 	8 	7 	22 	13 	9 	0
charlieCircleCue 	 dot-jump 	 False 	 43 	 20 	 3.86370330516 	 1.03527618041 	 3.46410161514 	 2.0 	 3.7901845004 	 1.05466003489 	 False 	 6 	 10 	15 	18 	7 	11 	22 	5 	20 	17 	9 	13 	21 	14 	4 	12 	1 	2 	24 	19 	3 	6 	8 	10 	23 	16 	0
charlieCircleCue 	 dot-jump 	 False 	 44 	 15 	 2.0 	 -3.46410161514 	 1.03527618041 	 -3.86370330516 	 2.20819444806 	 -3.69131012213 	 False 	 0 	 10 	15 	18 	21 	7 	10 	6 	3 	24 	17 	9 	14 	2 	1 	11 	4 	12 	8 	23 	22 	5 	20 	13 	16 	19 	0
charlieCircleCue 	 dot-jump 	 False 	 45 	 3 	 -2.0 	 3.46410161514 	 -1.03527618041 	 3.86370330516 	 -2.04340381761 	 3.36172886123 	 False 	 22 	 10 	18 	22 	10 	24 	4 	16 	19 	21 	12 	7 	2 	13 	17 	6 	9 	15 	14 	20 	5 	11 	23 	1 	3 	8 	0
charlieCircleCue 	 dot-jump 	 False 	 46 	 15 	 2.0 	 -3.46410161514 	 0.0 	 -4.0 	 1.94452943934 	 -3.4606032395 	 False 	 11 	 10 	17 	16 	2 	14 	9 	4 	24 	10 	22 	6 	13 	15 	23 	18 	12 	20 	1 	7 	21 	11 	19 	5 	3 	8 	0
charlieCircleCue 	 dot-jump 	 False 	 47 	 13 	 0.0 	 -4.0 	 0.0 	 -4.0 	 0.0988743782714 	 -4.1527238874 	 True 	 10 	 10 	22 	1 	3 	14 	18 	9 	4 	11 	8 	21 	13 	5 	17 	12 	24 	6 	10 	20 	19 	23 	15 	2 	16 	7 	0
charlieCircleCue 	 dot-jump 	 False 	 48 	 20 	 3.86370330516 	 1.03527618041 	 -3.46410161514 	 2.0 	 3.82314262649 	 1.05466003489 	 False 	 19 	 10 	19 	24 	23 	8 	13 	17 	15 	16 	10 	22 	5 	21 	12 	9 	14 	3 	7 	11 	2 	20 	4 	18 	1 	6 	0
charlieCircleCue 	 dot-jump 	 False 	 49 	 24 	 1.03527618041 	 3.86370330516 	 -2.82842712475 	 -2.82842712475 	 1.05466003489 	 3.69131012213 	 False 	 12 	 10 	18 	19 	11 	7 	9 	3 	22 	12 	14 	5 	10 	1 	24 	13 	17 	6 	8 	16 	20 	2 	15 	4 	21 	23 	0
charlieCircleCue 	 dot-jump 	 False 	 50 	 4 	 -2.82842712475 	 2.82842712475 	 -2.82842712475 	 2.82842712475 	 -2.63665008724 	 2.83439884378 	 True 	 10 	 10 	2 	3 	7 	16 	11 	23 	8 	10 	20 	19 	4 	12 	1 	6 	15 	18 	13 	5 	22 	9 	14 	17 	24 	21 	0
charlieCircleCue 	 dot-jump 	 False 	 51 	 4 	 -2.82842712475 	 2.82842712475 	 -3.86370330516 	 -1.03527618041 	 -2.93327322205 	 2.80144071769 	 False 	 15 	 10 	9 	2 	17 	6 	21 	19 	1 	18 	14 	20 	8 	3 	10 	7 	12 	4 	13 	22 	23 	24 	11 	15 	16 	5 	0
charlieCircleCue 	 dot-jump 	 False 	 52 	 17 	 3.46410161514 	 -2.0 	 -3.46410161514 	 -2.0 	 3.59243574386 	 -2.14227819588 	 False 	 9 	 10 	1 	10 	3 	20 	12 	13 	4 	5 	15 	17 	9 	22 	24 	16 	8 	7 	19 	14 	23 	21 	18 	11 	2 	6 	0
charlieCircleCue 	 dot-jump 	 False 	 53 	 19 	 4.0 	 0.0 	 2.0 	 -3.46410161514 	 4.02089138304 	 -0.0988743782714 	 False 	 12 	 10 	20 	10 	2 	16 	11 	7 	4 	23 	3 	14 	15 	21 	19 	8 	9 	18 	24 	5 	12 	13 	1 	6 	17 	22 	0
charlieCircleCue 	 dot-jump 	 False 	 54 	 20 	 3.86370330516 	 1.03527618041 	 -3.46410161514 	 -2.0 	 3.85610075258 	 1.0217019088 	 False 	 13 	 10 	6 	13 	8 	15 	12 	1 	4 	14 	19 	18 	9 	21 	10 	20 	16 	5 	23 	2 	22 	11 	24 	3 	17 	7 	0
charlieCircleCue 	 dot-jump 	 False 	 55 	 22 	 2.82842712475 	 2.82842712475 	 2.82842712475 	 2.82842712475 	 2.83439884378 	 2.73552446551 	 True 	 10 	 10 	17 	18 	19 	8 	1 	2 	24 	20 	5 	9 	22 	10 	7 	13 	21 	23 	12 	4 	6 	3 	11 	15 	14 	16 	0
charlieCircleCue 	 dot-jump 	 False 	 56 	 14 	 1.03527618041 	 -3.86370330516 	 1.03527618041 	 -3.86370330516 	 0.988743782714 	 -3.82314262649 	 True 	 10 	 10 	13 	2 	16 	5 	15 	1 	18 	6 	8 	11 	14 	3 	20 	22 	23 	12 	9 	7 	24 	21 	19 	4 	17 	10 	0
charlieCircleCue 	 dot-jump 	 False 	 57 	 2 	 -1.03527618041 	 3.86370330516 	 -3.46410161514 	 2.0 	 -1.05466003489 	 3.82314262649 	 False 	 11 	 10 	17 	4 	16 	23 	11 	20 	7 	9 	22 	8 	5 	2 	13 	14 	19 	21 	18 	15 	24 	12 	1 	6 	3 	10 	0
charlieCircleCue 	 dot-jump 	 False 	 58 	 13 	 0.0 	 -4.0 	 1.03527618041 	 -3.86370330516 	 0.0 	 -4.02089138304 	 False 	 1 	 10 	10 	13 	21 	4 	18 	19 	20 	5 	7 	6 	14 	12 	15 	16 	8 	2 	3 	23 	1 	9 	22 	11 	24 	17 	0
charlieCircleCue 	 dot-jump 	 False 	 59 	 16 	 2.82842712475 	 -2.82842712475 	 2.82842712475 	 -2.82842712475 	 2.96623134814 	 -2.99918947423 	 True 	 10 	 10 	10 	22 	6 	2 	23 	7 	12 	14 	24 	17 	16 	3 	13 	4 	5 	18 	19 	8 	20 	11 	1 	21 	15 	9 	0
charlieCircleCue 	 dot-jump 	 False 	 60 	 15 	 2.0 	 -3.46410161514 	 1.03527618041 	 -3.86370330516 	 1.84565506107 	 -3.52651949168 	 False 	 18 	 10 	12 	6 	18 	3 	2 	8 	7 	23 	22 	21 	14 	16 	9 	17 	5 	11 	4 	10 	15 	24 	20 	13 	1 	19 	0
charlieCircleCue 	 dot-jump 	 False 	 61 	 15 	 2.0 	 -3.46410161514 	 -3.86370330516 	 1.03527618041 	 1.91157131325 	 -3.49356136559 	 False 	 11 	 10 	7 	3 	9 	16 	19 	8 	22 	13 	14 	24 	6 	15 	18 	2 	21 	10 	23 	20 	12 	4 	11 	17 	5 	1 	0
charlieCircleCue 	 dot-jump 	 False 	 62 	 8 	 -3.86370330516 	 -1.03527618041 	 -4.0 	 0.0 	 -3.72426824822 	 -1.08761816099 	 False 	 18 	 10 	15 	13 	18 	12 	2 	19 	17 	9 	24 	14 	7 	3 	21 	1 	11 	22 	16 	23 	8 	5 	6 	4 	10 	20 	0
charlieCircleCue 	 dot-jump 	 False 	 63 	 22 	 2.82842712475 	 2.82842712475 	 2.82842712475 	 2.82842712475 	 2.7684825916 	 2.80144071769 	 True 	 10 	 10 	2 	15 	16 	24 	1 	4 	17 	20 	11 	3 	22 	12 	9 	5 	18 	13 	23 	6 	14 	7 	21 	19 	10 	8 	0
charlieCircleCue 	 dot-jump 	 False 	 64 	 5 	 -3.46410161514 	 2.0 	 3.46410161514 	 2.0 	 -3.49356136559 	 1.94452943934 	 False 	 5 	 10 	6 	19 	2 	8 	22 	5 	3 	11 	16 	10 	21 	9 	17 	23 	4 	12 	14 	13 	24 	7 	18 	1 	15 	20 	0
charlieCircleCue 	 dot-jump 	 False 	 65 	 4 	 -2.82842712475 	 2.82842712475 	 -2.82842712475 	 2.82842712475 	 -2.96623134814 	 2.83439884378 	 True 	 10 	 10 	20 	14 	16 	24 	9 	13 	6 	17 	22 	10 	4 	5 	21 	12 	2 	15 	11 	1 	18 	23 	3 	7 	8 	19 	0
charlieCircleCue 	 dot-jump 	 False 	 66 	 22 	 2.82842712475 	 2.82842712475 	 2.0 	 3.46410161514 	 2.90031509596 	 2.86735696987 	 False 	 8 	 10 	20 	8 	17 	15 	13 	3 	24 	16 	22 	6 	23 	14 	4 	18 	7 	12 	2 	9 	21 	1 	11 	19 	5 	10 	0
charlieCircleCue 	 dot-jump 	 False 	 67 	 12 	 -1.03527618041 	 -3.86370330516 	 0.0 	 -4.0 	 -0.988743782714 	 -3.92201700477 	 False 	 13 	 10 	1 	15 	21 	9 	6 	2 	24 	16 	14 	11 	13 	10 	23 	12 	22 	4 	5 	7 	8 	19 	17 	3 	18 	20 	0
charlieCircleCue 	 dot-jump 	 False 	 68 	 10 	 -2.82842712475 	 -2.82842712475 	 3.46410161514 	 -2.0 	 -2.66960821333 	 -2.83439884378 	 False 	 19 	 10 	19 	9 	21 	4 	5 	7 	3 	15 	1 	13 	17 	11 	22 	6 	2 	14 	23 	18 	16 	10 	24 	8 	12 	20 	0
charlieCircleCue 	 dot-jump 	 False 	 69 	 15 	 2.0 	 -3.46410161514 	 -1.03527618041 	 3.86370330516 	 2.01044569152 	 -3.59243574386 	 False 	 11 	 10 	3 	9 	20 	1 	17 	10 	5 	23 	16 	11 	2 	15 	24 	7 	14 	8 	21 	19 	12 	6 	22 	18 	4 	13 	0
charlieCircleCue 	 dot-jump 	 False 	 70 	 15 	 2.0 	 -3.46410161514 	 -3.46410161514 	 2.0 	 1.94452943934 	 -3.49356136559 	 False 	 15 	 10 	6 	7 	21 	1 	20 	9 	2 	8 	19 	16 	5 	11 	10 	3 	24 	15 	12 	4 	13 	23 	17 	14 	18 	22 	0
charlieCircleCue 	 dot-jump 	 False 	 71 	 13 	 0.0 	 -4.0 	 -1.03527618041 	 3.86370330516 	 -0.131832504362 	 -4.08680763522 	 False 	 11 	 10 	9 	23 	7 	17 	24 	12 	16 	5 	3 	10 	2 	13 	19 	6 	18 	8 	14 	15 	1 	11 	21 	22 	20 	4 	0
charlieCircleCue 	 dot-jump 	 False 	 72 	 12 	 -1.03527618041 	 -3.86370330516 	 0.0 	 -4.0 	 -1.0217019088 	 -3.85610075258 	 False 	 15 	 10 	14 	16 	15 	5 	7 	24 	9 	4 	10 	17 	13 	11 	23 	21 	6 	12 	22 	8 	20 	18 	2 	19 	3 	1 	0
charlieCircleCue 	 dot-jump 	 False 	 73 	 3 	 -2.0 	 3.46410161514 	 2.0 	 -3.46410161514 	 -1.87861318716 	 3.55947761777 	 False 	 21 	 10 	7 	12 	13 	17 	8 	5 	16 	23 	1 	22 	15 	4 	24 	2 	10 	21 	19 	20 	9 	14 	11 	3 	18 	6 	0
charlieCircleCue 	 dot-jump 	 False 	 74 	 21 	 3.46410161514 	 2.0 	 -2.0 	 -3.46410161514 	 3.36172886123 	 1.84565506107 	 False 	 9 	 10 	12 	3 	15 	19 	5 	8 	1 	4 	24 	21 	11 	22 	6 	18 	17 	9 	14 	16 	23 	13 	7 	20 	2 	10 	0
charlieCircleCue 	 dot-jump 	 False 	 75 	 17 	 3.46410161514 	 -2.0 	 3.86370330516 	 1.03527618041 	 3.52651949168 	 -2.0763619437 	 False 	 15 	 10 	4 	12 	23 	5 	19 	3 	14 	13 	7 	24 	20 	9 	2 	22 	18 	17 	6 	16 	10 	15 	21 	1 	8 	11 	0
charlieCircleCue 	 dot-jump 	 False 	 76 	 12 	 -1.03527618041 	 -3.86370330516 	 -1.03527618041 	 -3.86370330516 	 -1.05466003489 	 -3.95497513086 	 True 	 10 	 10 	17 	9 	5 	15 	24 	7 	8 	18 	14 	11 	12 	20 	23 	19 	13 	1 	21 	22 	16 	2 	3 	6 	4 	10 	0
charlieCircleCue 	 dot-jump 	 False 	 77 	 19 	 4.0 	 0.0 	 -1.03527618041 	 3.86370330516 	 3.98793325695 	 -0.0659162521809 	 False 	 11 	 10 	6 	5 	11 	16 	12 	7 	4 	10 	9 	18 	2 	19 	3 	14 	17 	20 	21 	13 	8 	15 	23 	1 	22 	24 	0
charlieCircleCue 	 dot-jump 	 False 	 78 	 16 	 2.82842712475 	 -2.82842712475 	 2.82842712475 	 -2.82842712475 	 2.86735696987 	 -2.7684825916 	 True 	 10 	 10 	15 	4 	21 	19 	5 	3 	20 	2 	23 	10 	16 	7 	22 	17 	12 	6 	1 	24 	8 	9 	13 	14 	18 	11 	0
charlieCircleCue 	 dot-jump 	 False 	 79 	 10 	 -2.82842712475 	 -2.82842712475 	 -3.46410161514 	 -2.0 	 -2.70256633942 	 -3.03214760032 	 False 	 2 	 10 	8 	3 	10 	19 	16 	7 	6 	2 	15 	14 	9 	20 	24 	18 	23 	21 	4 	13 	12 	17 	1 	11 	5 	22 	0
