subject 	task 	staircase 	trialNum 	responseX 	responseY 	correctX 	correctY 	clickX 	clickY 	accuracy 	responsePosInStream 	correctPosInStream 	position0 	position1 	position2 	position3 	position4 	position5 	position6 	position7 	position8 	position9 	position10 	position11 	position12 	position13 	position14 	position15 	position16 	position17 	position18 	position19 	position20 	position21 	position22 	position23 	longFrames
charlie3 	 dot-jump 	 False 	 84 	 2.0 	 -3.46410161514 	 -2.0 	 -3.46410161514 	 2.0763619437 	 -3.52651949168 	 False 	 19 	 10 	6 	9 	8 	4 	22 	17 	10 	7 	18 	11 	16 	15 	21 	19 	2 	23 	13 	3 	14 	20 	0 	5 	12 	1 	0
charlie3 	 dot-jump 	 False 	 85 	 2.82842712475 	 2.82842712475 	 2.0 	 -3.46410161514 	 2.86735696987 	 2.83439884378 	 False 	 13 	 10 	17 	22 	4 	19 	1 	21 	13 	18 	14 	12 	20 	2 	11 	3 	7 	9 	23 	5 	10 	8 	16 	15 	6 	0 	0
charlie3 	 dot-jump 	 False 	 86 	 3.86370330516 	 -1.03527618041 	 3.86370330516 	 1.03527618041 	 3.82314262649 	 -1.08761816099 	 False 	 12 	 10 	13 	18 	10 	17 	12 	22 	9 	7 	20 	11 	1 	0 	23 	15 	5 	8 	19 	2 	4 	3 	6 	21 	14 	16 	0
charlie3 	 dot-jump 	 False 	 87 	 2.0 	 -3.46410161514 	 -4.0 	 0.0 	 1.94452943934 	 -3.59243574386 	 False 	 9 	 10 	11 	23 	22 	7 	14 	10 	3 	9 	1 	20 	12 	2 	13 	5 	15 	8 	21 	16 	19 	17 	4 	6 	18 	0 	0
charlie3 	 dot-jump 	 False 	 88 	 -2.82842712475 	 -2.82842712475 	 0.0 	 4.0 	 -2.86735696987 	 -2.83439884378 	 False 	 17 	 10 	22 	7 	4 	18 	0 	16 	17 	23 	2 	13 	6 	19 	3 	1 	14 	5 	20 	15 	11 	21 	8 	9 	12 	10 	0
charlie3 	 dot-jump 	 False 	 89 	 2.0 	 3.46410161514 	 -2.82842712475 	 2.82842712475 	 2.01044569152 	 3.4606032395 	 False 	 6 	 10 	11 	23 	21 	16 	13 	15 	4 	8 	18 	14 	9 	6 	5 	0 	10 	7 	12 	22 	17 	3 	20 	19 	1 	2 	0
charlie3 	 dot-jump 	 False 	 90 	 -2.82842712475 	 -2.82842712475 	 1.03527618041 	 -3.86370330516 	 -2.80144071769 	 -2.93327322205 	 False 	 15 	 10 	11 	6 	14 	4 	21 	8 	7 	0 	18 	23 	19 	3 	9 	12 	20 	15 	13 	10 	16 	5 	1 	2 	17 	22 	0
charlie3 	 dot-jump 	 False 	 91 	 4.0 	 0.0 	 -1.03527618041 	 3.86370330516 	 3.98793325695 	 -0.230706882633 	 False 	 11 	 10 	3 	21 	18 	16 	1 	11 	19 	9 	20 	6 	7 	0 	8 	13 	4 	2 	12 	22 	17 	14 	10 	5 	23 	15 	0
charlie3 	 dot-jump 	 False 	 92 	 2.0 	 3.46410161514 	 0.0 	 -4.0 	 1.94452943934 	 3.36172886123 	 False 	 18 	 10 	9 	13 	23 	20 	12 	6 	16 	5 	11 	21 	18 	19 	14 	15 	3 	7 	10 	17 	4 	0 	8 	1 	2 	22 	0
charlie3 	 dot-jump 	 False 	 93 	 3.46410161514 	 2.0 	 -3.46410161514 	 -2.0 	 3.59243574386 	 2.01044569152 	 False 	 17 	 10 	3 	17 	21 	22 	8 	16 	23 	19 	1 	7 	14 	4 	12 	10 	0 	18 	5 	2 	9 	13 	15 	11 	6 	20 	0
charlie3 	 dot-jump 	 False 	 94 	 -1.03527618041 	 3.86370330516 	 -3.86370330516 	 -1.03527618041 	 -1.05466003489 	 3.69131012213 	 False 	 6 	 10 	23 	14 	21 	3 	5 	18 	7 	11 	9 	6 	13 	19 	8 	1 	0 	12 	15 	10 	20 	4 	16 	2 	22 	17 	0
charlie3 	 dot-jump 	 False 	 95 	 1.03527618041 	 -3.86370330516 	 -2.0 	 3.46410161514 	 1.05466003489 	 -3.72426824822 	 False 	 2 	 10 	11 	0 	19 	23 	10 	14 	6 	13 	20 	18 	8 	9 	3 	22 	1 	5 	17 	16 	7 	21 	12 	4 	2 	15 	0
charlie3 	 dot-jump 	 False 	 96 	 -3.46410161514 	 -2.0 	 3.46410161514 	 2.0 	 -3.32877073514 	 -2.04340381761 	 False 	 12 	 10 	20 	23 	8 	9 	17 	3 	21 	11 	1 	16 	2 	12 	14 	6 	4 	19 	7 	15 	5 	0 	22 	18 	13 	10 	0
charlie3 	 dot-jump 	 False 	 97 	 2.0 	 3.46410161514 	 3.46410161514 	 -2.0 	 2.0763619437 	 3.26285448296 	 False 	 13 	 10 	17 	16 	12 	2 	10 	19 	13 	0 	20 	5 	22 	7 	23 	4 	11 	6 	15 	3 	9 	1 	8 	21 	18 	14 	0
charlie3 	 dot-jump 	 False 	 98 	 -3.46410161514 	 -2.0 	 0.0 	 -4.0 	 -3.29581260905 	 -2.27411070024 	 False 	 13 	 10 	19 	23 	21 	17 	3 	16 	13 	5 	9 	0 	18 	12 	11 	14 	4 	20 	1 	7 	8 	22 	10 	15 	2 	6 	0
charlie3 	 dot-jump 	 False 	 99 	 2.0 	 3.46410161514 	 2.82842712475 	 2.82842712475 	 2.10932006979 	 3.22989635687 	 False 	 8 	 10 	6 	13 	0 	15 	23 	11 	7 	8 	4 	19 	3 	1 	14 	10 	9 	20 	12 	5 	18 	16 	21 	17 	2 	22 	0
charlie3 	 dot-jump 	 False 	 100 	 2.82842712475 	 2.82842712475 	 -3.46410161514 	 2.0 	 2.90031509596 	 2.86735696987 	 False 	 21 	 10 	18 	6 	22 	9 	12 	2 	15 	17 	23 	13 	10 	4 	16 	21 	5 	14 	11 	7 	0 	19 	8 	3 	20 	1 	0
charlie3 	 dot-jump 	 False 	 101 	 4.0 	 0.0 	 3.46410161514 	 2.0 	 3.95497513086 	 -0.0659162521809 	 False 	 12 	 10 	17 	22 	23 	19 	12 	9 	21 	5 	1 	18 	2 	6 	0 	3 	16 	10 	15 	7 	20 	8 	14 	4 	13 	11 	0
charlie3 	 dot-jump 	 False 	 102 	 2.0 	 -3.46410161514 	 3.86370330516 	 1.03527618041 	 1.91157131325 	 -3.69131012213 	 False 	 9 	 10 	2 	10 	13 	12 	8 	18 	3 	11 	6 	20 	1 	4 	21 	23 	22 	5 	9 	17 	14 	16 	0 	19 	7 	15 	0
charlie3 	 dot-jump 	 False 	 103 	 0.0 	 -4.0 	 1.03527618041 	 -3.86370330516 	 0.0329581260905 	 -3.88905887868 	 False 	 14 	 10 	2 	23 	20 	14 	5 	16 	21 	10 	17 	7 	19 	9 	6 	0 	18 	12 	13 	1 	15 	4 	22 	3 	8 	11 	0
charlie3 	 dot-jump 	 False 	 104 	 3.46410161514 	 2.0 	 2.82842712475 	 -2.82842712475 	 3.42764511341 	 1.97748756543 	 False 	 14 	 10 	12 	17 	4 	1 	5 	6 	11 	22 	10 	8 	21 	3 	15 	23 	2 	19 	0 	9 	7 	20 	18 	13 	14 	16 	0
charlie3 	 dot-jump 	 False 	 105 	 1.03527618041 	 -3.86370330516 	 -3.46410161514 	 -2.0 	 1.05466003489 	 -3.92201700477 	 False 	 7 	 10 	1 	9 	0 	12 	11 	7 	20 	19 	8 	5 	14 	2 	18 	22 	10 	4 	21 	6 	23 	16 	3 	15 	13 	17 	0
charlie3 	 dot-jump 	 False 	 106 	 2.82842712475 	 -2.82842712475 	 3.46410161514 	 2.0 	 2.83439884378 	 -2.90031509596 	 False 	 20 	 10 	9 	0 	8 	17 	15 	16 	10 	18 	11 	22 	2 	19 	7 	14 	5 	12 	20 	1 	6 	3 	21 	13 	4 	23 	0
charlie3 	 dot-jump 	 False 	 107 	 4.0 	 0.0 	 3.86370330516 	 1.03527618041 	 4.18568201349 	 -0.164790630452 	 False 	 12 	 10 	12 	7 	16 	14 	23 	22 	8 	3 	10 	21 	1 	5 	0 	15 	17 	9 	11 	20 	6 	19 	13 	2 	4 	18 	0
charlie3 	 dot-jump 	 False 	 108 	 2.82842712475 	 2.82842712475 	 -3.86370330516 	 1.03527618041 	 2.93327322205 	 2.80144071769 	 False 	 9 	 10 	10 	9 	8 	7 	12 	23 	13 	5 	2 	3 	11 	16 	17 	15 	1 	14 	4 	21 	20 	0 	18 	6 	19 	22 	0
charlie3 	 dot-jump 	 False 	 109 	 -2.0 	 -3.46410161514 	 -4.0 	 0.0 	 -2.01044569152 	 -3.59243574386 	 False 	 3 	 10 	4 	15 	6 	16 	20 	21 	17 	0 	13 	18 	12 	2 	7 	23 	5 	3 	19 	1 	9 	22 	8 	11 	14 	10 	0
charlie3 	 dot-jump 	 False 	 110 	 2.0 	 -3.46410161514 	 -1.03527618041 	 3.86370330516 	 2.14227819588 	 -3.52651949168 	 False 	 0 	 10 	20 	10 	4 	13 	8 	23 	14 	15 	2 	19 	7 	1 	22 	5 	3 	0 	16 	6 	18 	12 	21 	11 	9 	17 	0
charlie3 	 dot-jump 	 False 	 111 	 -2.82842712475 	 -2.82842712475 	 3.46410161514 	 -2.0 	 -2.83439884378 	 -2.86735696987 	 False 	 11 	 10 	5 	7 	18 	1 	10 	17 	3 	0 	12 	14 	22 	15 	16 	6 	23 	13 	20 	11 	8 	4 	19 	9 	2 	21 	0
charlie3 	 dot-jump 	 False 	 112 	 1.03527618041 	 -3.86370330516 	 3.86370330516 	 1.03527618041 	 0.988743782714 	 -3.95497513086 	 False 	 14 	 10 	2 	22 	0 	23 	10 	17 	8 	18 	11 	5 	1 	14 	4 	3 	19 	6 	15 	16 	20 	9 	7 	21 	13 	12 	0
charlie3 	 dot-jump 	 False 	 113 	 -3.86370330516 	 -1.03527618041 	 -2.0 	 3.46410161514 	 -3.85610075258 	 -1.21945066535 	 False 	 12 	 10 	11 	9 	17 	5 	6 	22 	0 	21 	16 	19 	8 	10 	13 	1 	23 	3 	4 	18 	2 	12 	20 	7 	14 	15 	0
charlie3 	 dot-jump 	 False 	 114 	 -2.0 	 3.46410161514 	 3.46410161514 	 -2.0 	 -1.91157131325 	 3.29581260905 	 False 	 7 	 10 	4 	15 	0 	20 	14 	11 	16 	8 	19 	2 	22 	10 	9 	6 	17 	13 	1 	12 	21 	23 	18 	7 	3 	5 	0
charlie3 	 dot-jump 	 False 	 115 	 -3.86370330516 	 1.03527618041 	 -2.82842712475 	 -2.82842712475 	 -3.75722637431 	 0.955785656624 	 False 	 11 	 10 	6 	16 	2 	19 	20 	12 	5 	14 	10 	18 	15 	11 	1 	9 	0 	17 	13 	7 	21 	22 	3 	8 	23 	4 	0
charlie3 	 dot-jump 	 False 	 116 	 -2.0 	 -3.46410161514 	 -2.82842712475 	 -2.82842712475 	 -1.87861318716 	 -3.49356136559 	 False 	 9 	 10 	8 	13 	4 	11 	22 	3 	1 	2 	6 	16 	15 	7 	9 	5 	10 	12 	0 	23 	19 	20 	17 	21 	14 	18 	0
charlie3 	 dot-jump 	 False 	 117 	 2.0 	 -3.46410161514 	 3.46410161514 	 2.0 	 1.97748756543 	 -3.59243574386 	 False 	 6 	 10 	23 	21 	8 	15 	16 	7 	20 	9 	17 	0 	2 	5 	10 	3 	19 	6 	1 	11 	22 	18 	13 	4 	14 	12 	0
charlie3 	 dot-jump 	 False 	 118 	 -1.03527618041 	 -3.86370330516 	 2.82842712475 	 -2.82842712475 	 -0.922827530533 	 -3.95497513086 	 False 	 12 	 10 	19 	18 	8 	12 	3 	22 	20 	14 	1 	16 	21 	5 	17 	13 	0 	9 	2 	11 	4 	7 	10 	23 	6 	15 	0
charlie3 	 dot-jump 	 False 	 119 	 2.82842712475 	 -2.82842712475 	 -2.82842712475 	 2.82842712475 	 2.96623134814 	 -2.96623134814 	 False 	 14 	 10 	15 	14 	0 	18 	12 	4 	8 	23 	22 	16 	9 	20 	5 	11 	21 	6 	3 	19 	7 	10 	2 	17 	1 	13 	0
charlie3 	 dot-jump 	 False 	 120 	 2.82842712475 	 -2.82842712475 	 -3.46410161514 	 2.0 	 2.73552446551 	 -2.83439884378 	 False 	 9 	 10 	8 	19 	13 	20 	23 	11 	22 	1 	3 	21 	10 	6 	14 	15 	12 	7 	17 	9 	18 	2 	16 	5 	0 	4 	0
charlie3 	 dot-jump 	 False 	 121 	 2.82842712475 	 -2.82842712475 	 2.82842712475 	 2.82842712475 	 2.7684825916 	 -2.99918947423 	 False 	 12 	 10 	2 	23 	15 	7 	19 	14 	12 	5 	20 	22 	3 	0 	21 	16 	1 	4 	11 	10 	13 	18 	8 	6 	9 	17 	0
charlie3 	 dot-jump 	 False 	 122 	 4.0 	 0.0 	 -1.03527618041 	 -3.86370330516 	 3.92201700477 	 -0.0988743782714 	 False 	 9 	 10 	5 	18 	7 	8 	4 	23 	11 	2 	3 	0 	17 	15 	9 	10 	6 	21 	19 	16 	22 	1 	14 	20 	12 	13 	0
charlie3 	 dot-jump 	 False 	 123 	 -3.46410161514 	 2.0 	 4.0 	 0.0 	 -3.29581260905 	 1.91157131325 	 False 	 11 	 10 	18 	13 	17 	11 	4 	22 	15 	1 	23 	3 	0 	10 	6 	20 	12 	9 	21 	2 	14 	8 	7 	19 	16 	5 	0
charlie3 	 dot-jump 	 False 	 124 	 1.03527618041 	 3.86370330516 	 -3.46410161514 	 -2.0 	 1.05466003489 	 3.7901845004 	 False 	 23 	 10 	13 	8 	4 	12 	22 	23 	21 	9 	15 	7 	14 	2 	10 	6 	20 	11 	1 	18 	16 	19 	17 	0 	3 	5 	0
charlie3 	 dot-jump 	 False 	 125 	 1.03527618041 	 -3.86370330516 	 4.0 	 0.0 	 0.955785656624 	 -3.92201700477 	 False 	 7 	 10 	7 	3 	10 	11 	6 	14 	4 	19 	12 	5 	0 	22 	1 	9 	15 	16 	18 	21 	17 	20 	13 	2 	23 	8 	0
charlie3 	 dot-jump 	 False 	 126 	 -2.82842712475 	 -2.82842712475 	 0.0 	 -4.0 	 -2.80144071769 	 -2.93327322205 	 False 	 0 	 10 	15 	8 	7 	6 	1 	4 	11 	17 	9 	0 	18 	2 	3 	14 	16 	22 	21 	12 	5 	19 	23 	10 	20 	13 	0
charlie3 	 dot-jump 	 False 	 127 	 3.46410161514 	 -2.0 	 3.46410161514 	 -2.0 	 3.4606032395 	 -2.0763619437 	 True 	 10 	 10 	17 	4 	3 	15 	16 	2 	21 	8 	13 	1 	22 	18 	12 	9 	5 	10 	20 	0 	6 	11 	23 	7 	14 	19 	0
charlie3 	 dot-jump 	 False 	 128 	 2.82842712475 	 2.82842712475 	 -3.86370330516 	 1.03527618041 	 2.96623134814 	 2.70256633942 	 False 	 18 	 10 	1 	13 	20 	6 	9 	23 	12 	2 	21 	5 	11 	15 	17 	16 	19 	0 	7 	14 	3 	22 	10 	8 	4 	18 	0
charlie3 	 dot-jump 	 False 	 129 	 0.0 	 -4.0 	 -2.82842712475 	 2.82842712475 	 -0.0988743782714 	 -3.95497513086 	 False 	 12 	 10 	13 	0 	7 	17 	21 	12 	11 	14 	10 	20 	9 	22 	18 	2 	5 	16 	6 	19 	3 	23 	15 	4 	8 	1 	0
charlie3 	 dot-jump 	 False 	 130 	 -1.03527618041 	 3.86370330516 	 -1.03527618041 	 3.86370330516 	 -1.12057628708 	 3.98793325695 	 True 	 10 	 10 	4 	21 	14 	1 	16 	12 	22 	2 	10 	3 	7 	6 	20 	8 	13 	19 	9 	23 	15 	17 	0 	5 	11 	18 	0
charlie3 	 dot-jump 	 False 	 131 	 2.82842712475 	 -2.82842712475 	 3.46410161514 	 -2.0 	 2.73552446551 	 -2.90031509596 	 False 	 6 	 10 	2 	7 	3 	16 	13 	5 	21 	20 	12 	23 	22 	4 	15 	8 	19 	18 	6 	0 	11 	9 	1 	14 	10 	17 	0
charlie3 	 dot-jump 	 False 	 132 	 0.0 	 -4.0 	 3.86370330516 	 1.03527618041 	 0.0329581260905 	 -4.18568201349 	 False 	 15 	 10 	21 	9 	5 	14 	20 	13 	15 	19 	17 	10 	1 	3 	7 	0 	4 	18 	12 	2 	22 	16 	11 	6 	8 	23 	0
charlie3 	 dot-jump 	 False 	 133 	 3.46410161514 	 -2.0 	 2.0 	 3.46410161514 	 3.62539386995 	 -2.14227819588 	 False 	 11 	 10 	11 	5 	17 	1 	6 	15 	13 	0 	18 	16 	4 	22 	21 	23 	3 	7 	19 	12 	2 	10 	8 	14 	9 	20 	0
charlie3 	 dot-jump 	 False 	 134 	 1.03527618041 	 -3.86370330516 	 -2.82842712475 	 2.82842712475 	 1.08761816099 	 -3.98793325695 	 False 	 12 	 10 	7 	20 	1 	23 	5 	6 	14 	21 	3 	2 	9 	10 	19 	8 	0 	11 	17 	13 	15 	18 	16 	12 	4 	22 	0
charlie3 	 dot-jump 	 False 	 135 	 2.82842712475 	 -2.82842712475 	 -3.86370330516 	 1.03527618041 	 2.83439884378 	 -2.93327322205 	 False 	 0 	 10 	21 	20 	18 	3 	7 	12 	16 	1 	8 	6 	11 	19 	0 	4 	15 	10 	14 	22 	9 	2 	17 	5 	13 	23 	0
charlie3 	 dot-jump 	 False 	 136 	 -2.0 	 3.46410161514 	 2.0 	 -3.46410161514 	 -2.01044569152 	 3.39468698732 	 False 	 12 	 10 	5 	12 	16 	13 	1 	19 	23 	0 	9 	6 	20 	22 	8 	21 	18 	14 	2 	4 	11 	10 	7 	3 	17 	15 	0
charlie3 	 dot-jump 	 False 	 137 	 -3.86370330516 	 -1.03527618041 	 -3.86370330516 	 1.03527618041 	 -3.72426824822 	 -1.15353441317 	 False 	 12 	 10 	6 	14 	0 	1 	8 	19 	7 	23 	18 	12 	11 	17 	13 	9 	2 	21 	3 	16 	5 	15 	22 	4 	10 	20 	0
charlie3 	 dot-jump 	 False 	 138 	 -2.0 	 -3.46410161514 	 -3.86370330516 	 1.03527618041 	 -2.04340381761 	 -3.4606032395 	 False 	 15 	 10 	20 	6 	1 	21 	22 	2 	0 	10 	3 	13 	11 	15 	19 	7 	5 	16 	4 	14 	12 	9 	18 	17 	8 	23 	0
charlie3 	 dot-jump 	 False 	 139 	 -4.0 	 0.0 	 2.0 	 3.46410161514 	 -3.98793325695 	 0.0 	 False 	 6 	 10 	1 	5 	16 	17 	2 	23 	12 	19 	8 	22 	4 	14 	0 	13 	20 	6 	3 	21 	10 	9 	15 	7 	18 	11 	0
charlie3 	 dot-jump 	 False 	 140 	 2.82842712475 	 -2.82842712475 	 -3.46410161514 	 -2.0 	 2.66960821333 	 -2.90031509596 	 False 	 9 	 10 	10 	12 	2 	20 	4 	1 	8 	0 	22 	21 	14 	9 	6 	17 	11 	16 	15 	5 	18 	3 	7 	19 	13 	23 	0
charlie3 	 dot-jump 	 False 	 141 	 0.0 	 -4.0 	 -1.03527618041 	 -3.86370330516 	 -0.0988743782714 	 -4.05384950913 	 False 	 8 	 10 	2 	16 	11 	5 	8 	4 	0 	10 	18 	12 	17 	15 	23 	7 	21 	20 	9 	6 	14 	1 	13 	3 	19 	22 	0
charlie3 	 dot-jump 	 False 	 142 	 0.0 	 -4.0 	 -3.86370330516 	 -1.03527618041 	 0.0 	 -3.98793325695 	 False 	 12 	 10 	23 	16 	20 	12 	2 	3 	22 	8 	0 	17 	13 	7 	18 	21 	10 	19 	9 	14 	15 	11 	5 	1 	6 	4 	0
charlie3 	 dot-jump 	 False 	 143 	 -1.03527618041 	 3.86370330516 	 -3.86370330516 	 -1.03527618041 	 -1.0217019088 	 3.75722637431 	 False 	 14 	 10 	19 	0 	17 	2 	14 	21 	20 	12 	1 	10 	13 	9 	5 	23 	7 	16 	22 	15 	3 	6 	8 	4 	11 	18 	0
charlie3 	 dot-jump 	 False 	 144 	 0.0 	 -4.0 	 0.0 	 -4.0 	 0.0988743782714 	 -4.18568201349 	 True 	 10 	 10 	12 	23 	21 	13 	3 	6 	1 	2 	4 	19 	18 	17 	16 	5 	8 	10 	11 	14 	20 	0 	7 	9 	22 	15 	0
charlie3 	 dot-jump 	 False 	 145 	 -3.46410161514 	 -2.0 	 -2.82842712475 	 2.82842712475 	 -3.32877073514 	 -1.94452943934 	 False 	 5 	 10 	10 	7 	0 	6 	17 	14 	4 	18 	15 	20 	9 	1 	12 	23 	13 	3 	16 	19 	21 	2 	22 	5 	11 	8 	0
charlie3 	 dot-jump 	 False 	 146 	 -1.03527618041 	 -3.86370330516 	 -3.46410161514 	 -2.0 	 -0.889869404443 	 -3.7901845004 	 False 	 13 	 10 	6 	22 	1 	5 	7 	3 	13 	18 	15 	12 	14 	19 	11 	17 	8 	16 	2 	21 	9 	10 	0 	4 	20 	23 	0
charlie3 	 dot-jump 	 False 	 147 	 4.0 	 0.0 	 -3.46410161514 	 -2.0 	 3.92201700477 	 0.0659162521809 	 False 	 20 	 10 	2 	9 	6 	12 	7 	20 	19 	11 	18 	10 	14 	5 	1 	13 	8 	16 	17 	22 	3 	23 	0 	4 	15 	21 	0
charlie3 	 dot-jump 	 False 	 148 	 3.86370330516 	 1.03527618041 	 0.0 	 4.0 	 3.75722637431 	 1.18649253926 	 False 	 18 	 10 	18 	11 	21 	4 	5 	8 	20 	10 	22 	23 	6 	17 	2 	15 	19 	7 	14 	16 	1 	3 	13 	9 	0 	12 	0
charlie3 	 dot-jump 	 False 	 149 	 2.82842712475 	 2.82842712475 	 1.03527618041 	 -3.86370330516 	 2.66960821333 	 2.60369196115 	 False 	 14 	 10 	4 	10 	22 	12 	17 	6 	14 	23 	8 	2 	19 	11 	1 	15 	3 	21 	13 	16 	20 	0 	7 	5 	9 	18 	0
charlie3 	 dot-jump 	 False 	 150 	 -3.46410161514 	 2.0 	 -3.86370330516 	 -1.03527618041 	 -3.4606032395 	 1.87861318716 	 False 	 7 	 10 	16 	7 	3 	1 	15 	18 	5 	10 	23 	11 	13 	9 	21 	4 	12 	2 	14 	22 	8 	6 	0 	20 	19 	17 	0
charlie3 	 dot-jump 	 False 	 151 	 3.86370330516 	 -1.03527618041 	 -3.46410161514 	 -2.0 	 3.92201700477 	 -1.0217019088 	 False 	 12 	 10 	4 	9 	6 	10 	19 	12 	20 	8 	22 	5 	14 	11 	23 	15 	13 	21 	2 	18 	3 	7 	0 	1 	16 	17 	0
charlie3 	 dot-jump 	 False 	 152 	 4.0 	 0.0 	 2.82842712475 	 2.82842712475 	 3.92201700477 	 -0.0988743782714 	 False 	 9 	 10 	18 	14 	8 	11 	7 	20 	16 	6 	12 	0 	3 	19 	17 	5 	1 	9 	10 	23 	13 	4 	2 	15 	21 	22 	0
charlie3 	 dot-jump 	 False 	 153 	 2.82842712475 	 2.82842712475 	 -3.86370330516 	 1.03527618041 	 2.83439884378 	 2.66960821333 	 False 	 23 	 10 	19 	10 	9 	20 	5 	7 	14 	15 	1 	16 	11 	6 	2 	17 	23 	22 	18 	0 	21 	12 	4 	8 	13 	3 	0
charlie3 	 dot-jump 	 False 	 154 	 4.0 	 0.0 	 2.0 	 -3.46410161514 	 4.11976576131 	 -0.164790630452 	 False 	 9 	 10 	14 	10 	4 	9 	11 	7 	16 	2 	15 	0 	20 	3 	6 	12 	19 	5 	8 	17 	22 	1 	18 	13 	23 	21 	0
charlie3 	 dot-jump 	 False 	 155 	 -2.0 	 3.46410161514 	 -3.46410161514 	 2.0 	 -1.94452943934 	 3.29581260905 	 False 	 11 	 10 	0 	6 	19 	16 	21 	14 	12 	17 	20 	7 	10 	8 	4 	22 	18 	23 	5 	1 	9 	13 	15 	3 	11 	2 	0
charlie3 	 dot-jump 	 False 	 156 	 -2.82842712475 	 -2.82842712475 	 -3.86370330516 	 -1.03527618041 	 -2.7684825916 	 -2.96623134814 	 False 	 12 	 10 	5 	22 	10 	6 	3 	16 	20 	18 	2 	23 	13 	19 	15 	4 	7 	11 	12 	17 	0 	8 	1 	9 	14 	21 	0
charlie3 	 dot-jump 	 False 	 157 	 0.0 	 -4.0 	 2.82842712475 	 2.82842712475 	 0.0329581260905 	 -4.1527238874 	 False 	 16 	 10 	19 	16 	11 	4 	2 	17 	12 	14 	23 	20 	3 	15 	6 	8 	0 	9 	18 	7 	10 	21 	13 	22 	5 	1 	0
charlie3 	 dot-jump 	 False 	 158 	 -2.0 	 3.46410161514 	 3.86370330516 	 -1.03527618041 	 -2.04340381761 	 3.4606032395 	 False 	 18 	 10 	19 	3 	1 	17 	20 	0 	11 	7 	15 	14 	23 	9 	21 	18 	2 	6 	12 	16 	8 	10 	5 	4 	13 	22 	0
charlie3 	 dot-jump 	 False 	 159 	 -3.86370330516 	 1.03527618041 	 -2.0 	 3.46410161514 	 -3.88905887868 	 0.889869404443 	 False 	 12 	 10 	16 	22 	12 	3 	13 	18 	15 	0 	9 	1 	8 	17 	11 	19 	23 	20 	2 	4 	14 	7 	10 	5 	21 	6 	0
charlie3 	 dot-jump 	 False 	 160 	 -1.03527618041 	 3.86370330516 	 -4.0 	 0.0 	 -0.922827530533 	 3.72426824822 	 False 	 0 	 10 	7 	0 	13 	17 	19 	1 	21 	16 	6 	22 	12 	11 	15 	18 	4 	10 	14 	20 	3 	5 	23 	2 	8 	9 	0
charlie3 	 dot-jump 	 False 	 161 	 -1.03527618041 	 3.86370330516 	 -3.46410161514 	 -2.0 	 -0.988743782714 	 3.7901845004 	 False 	 9 	 10 	20 	0 	12 	22 	6 	21 	13 	10 	4 	7 	14 	16 	23 	17 	19 	11 	2 	5 	9 	1 	3 	15 	18 	8 	0
charlie3 	 dot-jump 	 False 	 162 	 -2.82842712475 	 -2.82842712475 	 2.0 	 -3.46410161514 	 -2.73552446551 	 -2.83439884378 	 False 	 12 	 10 	22 	5 	0 	21 	10 	4 	13 	11 	16 	1 	20 	6 	15 	9 	3 	14 	23 	2 	7 	17 	8 	18 	12 	19 	0
charlie3 	 dot-jump 	 False 	 163 	 2.82842712475 	 -2.82842712475 	 2.82842712475 	 2.82842712475 	 2.90031509596 	 -2.99918947423 	 False 	 11 	 10 	10 	11 	2 	8 	6 	22 	12 	19 	5 	20 	3 	21 	9 	0 	13 	16 	18 	7 	17 	4 	15 	23 	1 	14 	0
charlie3 	 dot-jump 	 False 	 164 	 2.0 	 3.46410161514 	 3.86370330516 	 1.03527618041 	 2.0763619437 	 3.39468698732 	 False 	 12 	 10 	20 	12 	16 	2 	21 	9 	17 	0 	6 	10 	1 	23 	4 	19 	8 	18 	15 	22 	3 	11 	13 	5 	14 	7 	0
charlie3 	 dot-jump 	 False 	 165 	 4.0 	 0.0 	 -1.03527618041 	 3.86370330516 	 4.05384950913 	 0.0659162521809 	 False 	 4 	 10 	17 	20 	23 	14 	0 	11 	19 	2 	22 	4 	7 	21 	3 	13 	1 	18 	16 	6 	8 	15 	10 	5 	9 	12 	0
charlie3 	 dot-jump 	 False 	 166 	 2.0 	 -3.46410161514 	 -2.82842712475 	 -2.82842712475 	 1.91157131325 	 -3.55947761777 	 False 	 12 	 10 	3 	0 	18 	13 	16 	8 	2 	22 	11 	17 	15 	1 	20 	21 	10 	19 	23 	6 	4 	5 	7 	9 	14 	12 	0
charlie3 	 dot-jump 	 False 	 167 	 -1.03527618041 	 3.86370330516 	 -4.0 	 0.0 	 -1.18649253926 	 3.65835199604 	 False 	 13 	 10 	10 	19 	15 	18 	4 	9 	23 	21 	1 	11 	12 	5 	20 	7 	17 	6 	0 	13 	3 	14 	16 	22 	8 	2 	0
charlie3 	 dot-jump 	 False 	 168 	 -3.86370330516 	 1.03527618041 	 3.46410161514 	 2.0 	 -3.98793325695 	 1.12057628708 	 False 	 20 	 10 	4 	15 	20 	10 	9 	13 	5 	22 	23 	6 	2 	7 	14 	12 	3 	16 	8 	1 	17 	18 	11 	19 	21 	0 	0
