subject 	task 	staircase 	trialNum 	responseX 	responseY 	correctX 	correctY 	clickX 	clickY 	accuracy 	responsePosInStream 	correctPosInStream 	position0 	position1 	position2 	position3 	position4 	position5 	position6 	position7 	position8 	position9 	position10 	position11 	position12 	position13 	position14 	position15 	position16 	position17 	position18 	position19 	position20 	position21 	position22 	position23 	longFrames
charlie3 	 dot-jump 	 False 	 13 	 1.03527618041 	 -3.86370330516 	 -2.82842712475 	 2.82842712475 	 1.12057628708 	 -3.92201700477 	 False 	 13 	 10 	13 	4 	17 	15 	23 	14 	12 	18 	0 	2 	9 	1 	5 	19 	21 	16 	10 	3 	8 	11 	6 	20 	22 	7 	0
charlie3 	 dot-jump 	 False 	 14 	 2.0 	 3.46410161514 	 -2.82842712475 	 -2.82842712475 	 2.04340381761 	 3.42764511341 	 False 	 2 	 10 	21 	22 	4 	23 	10 	1 	20 	11 	14 	3 	15 	18 	6 	12 	7 	17 	9 	8 	0 	2 	16 	5 	19 	13 	0
charlie3 	 dot-jump 	 False 	 15 	 -3.46410161514 	 2.0 	 -3.46410161514 	 -2.0 	 -3.49356136559 	 2.0763619437 	 False 	 20 	 10 	21 	2 	5 	20 	0 	22 	15 	9 	12 	18 	14 	6 	4 	16 	8 	7 	17 	19 	1 	13 	10 	11 	23 	3 	0
charlie3 	 dot-jump 	 False 	 16 	 3.46410161514 	 -2.0 	 -3.86370330516 	 -1.03527618041 	 3.42764511341 	 -2.04340381761 	 False 	 11 	 10 	3 	10 	18 	6 	15 	8 	16 	21 	1 	17 	13 	22 	20 	14 	19 	9 	2 	11 	23 	5 	4 	0 	7 	12 	0
charlie3 	 dot-jump 	 False 	 17 	 -2.0 	 -3.46410161514 	 2.82842712475 	 2.82842712475 	 -2.01044569152 	 -3.49356136559 	 False 	 4 	 10 	1 	0 	20 	23 	16 	5 	15 	10 	17 	13 	3 	9 	11 	6 	18 	8 	12 	2 	19 	21 	22 	7 	4 	14 	0
charlie3 	 dot-jump 	 False 	 18 	 2.0 	 -3.46410161514 	 3.46410161514 	 2.0 	 2.0763619437 	 -3.42764511341 	 False 	 19 	 10 	3 	15 	10 	0 	11 	13 	4 	19 	1 	6 	2 	16 	22 	9 	23 	12 	8 	5 	18 	20 	21 	7 	17 	14 	0
charlie3 	 dot-jump 	 False 	 19 	 -1.03527618041 	 -3.86370330516 	 -2.0 	 -3.46410161514 	 -1.12057628708 	 -3.85610075258 	 False 	 12 	 10 	20 	2 	6 	8 	5 	7 	12 	11 	3 	18 	16 	22 	17 	10 	0 	13 	23 	15 	19 	9 	4 	14 	1 	21 	0
charlie3 	 dot-jump 	 False 	 20 	 -2.0 	 3.46410161514 	 3.46410161514 	 -2.0 	 -2.10932006979 	 3.4606032395 	 False 	 14 	 10 	0 	17 	13 	5 	11 	12 	3 	15 	14 	9 	22 	19 	10 	4 	8 	6 	20 	21 	18 	2 	1 	7 	23 	16 	0
charlie3 	 dot-jump 	 False 	 21 	 -3.46410161514 	 -2.0 	 -2.82842712475 	 -2.82842712475 	 -3.49356136559 	 -2.04340381761 	 False 	 12 	 10 	5 	20 	8 	1 	18 	10 	2 	12 	0 	7 	15 	4 	14 	3 	21 	16 	19 	23 	9 	6 	17 	13 	22 	11 	0
charlie3 	 dot-jump 	 False 	 22 	 -4.0 	 0.0 	 -1.03527618041 	 -3.86370330516 	 -3.92201700477 	 -0.131832504362 	 False 	 8 	 10 	0 	11 	5 	18 	4 	14 	7 	10 	12 	1 	17 	20 	2 	21 	9 	19 	22 	3 	23 	13 	6 	8 	16 	15 	0
charlie3 	 dot-jump 	 False 	 23 	 1.03527618041 	 3.86370330516 	 -3.86370330516 	 1.03527618041 	 0.988743782714 	 3.75722637431 	 False 	 9 	 10 	9 	14 	10 	12 	22 	4 	6 	20 	13 	5 	11 	15 	7 	18 	1 	0 	19 	2 	3 	16 	23 	17 	21 	8 	0
charlie3 	 dot-jump 	 False 	 24 	 3.46410161514 	 -2.0 	 -2.82842712475 	 2.82842712475 	 3.39468698732 	 -2.0763619437 	 False 	 8 	 10 	5 	14 	8 	2 	0 	17 	23 	15 	22 	11 	9 	16 	6 	21 	19 	12 	4 	10 	18 	20 	1 	7 	13 	3 	0
charlie3 	 dot-jump 	 False 	 25 	 2.82842712475 	 -2.82842712475 	 -3.86370330516 	 -1.03527618041 	 2.80144071769 	 -2.83439884378 	 False 	 23 	 10 	8 	7 	11 	5 	16 	9 	12 	4 	23 	20 	13 	3 	6 	18 	22 	2 	15 	17 	14 	0 	19 	10 	1 	21 	0
charlie3 	 dot-jump 	 False 	 26 	 -1.03527618041 	 -3.86370330516 	 -3.46410161514 	 -2.0 	 -0.955785656624 	 -3.98793325695 	 False 	 1 	 10 	11 	17 	7 	10 	16 	4 	0 	22 	23 	13 	14 	6 	5 	1 	8 	12 	3 	15 	20 	2 	9 	19 	18 	21 	0
charlie3 	 dot-jump 	 False 	 27 	 -2.82842712475 	 -2.82842712475 	 2.0 	 -3.46410161514 	 -2.93327322205 	 -2.83439884378 	 False 	 8 	 10 	14 	4 	0 	22 	3 	10 	21 	23 	15 	8 	20 	2 	11 	5 	17 	16 	7 	9 	13 	6 	12 	19 	18 	1 	0
charlie3 	 dot-jump 	 False 	 28 	 3.86370330516 	 -1.03527618041 	 2.0 	 -3.46410161514 	 3.88905887868 	 -1.12057628708 	 False 	 12 	 10 	8 	10 	14 	18 	21 	12 	11 	4 	22 	2 	20 	17 	23 	1 	13 	16 	5 	7 	9 	15 	6 	0 	19 	3 	0
charlie3 	 dot-jump 	 False 	 29 	 3.46410161514 	 -2.0 	 -2.0 	 -3.46410161514 	 3.39468698732 	 -2.10932006979 	 False 	 12 	 10 	4 	0 	13 	3 	1 	9 	15 	20 	17 	21 	16 	5 	22 	18 	10 	14 	12 	6 	23 	8 	7 	11 	19 	2 	0
charlie3 	 dot-jump 	 False 	 30 	 -2.82842712475 	 -2.82842712475 	 2.82842712475 	 -2.82842712475 	 -2.73552446551 	 -2.80144071769 	 False 	 8 	 10 	2 	7 	12 	19 	14 	16 	8 	10 	15 	17 	21 	13 	3 	20 	18 	5 	23 	4 	1 	9 	0 	6 	11 	22 	0
charlie3 	 dot-jump 	 False 	 31 	 3.46410161514 	 -2.0 	 2.82842712475 	 2.82842712475 	 3.32877073514 	 -2.0763619437 	 False 	 9 	 10 	1 	14 	11 	13 	23 	0 	8 	2 	21 	22 	3 	10 	12 	18 	16 	5 	17 	15 	4 	9 	7 	19 	20 	6 	0
charlie3 	 dot-jump 	 False 	 32 	 -2.82842712475 	 2.82842712475 	 2.0 	 3.46410161514 	 -2.7684825916 	 2.83439884378 	 False 	 18 	 10 	10 	22 	16 	19 	0 	5 	20 	21 	18 	11 	4 	1 	15 	12 	6 	14 	3 	2 	9 	23 	8 	7 	17 	13 	0
charlie3 	 dot-jump 	 False 	 33 	 -1.03527618041 	 -3.86370330516 	 -3.46410161514 	 -2.0 	 -0.922827530533 	 -3.95497513086 	 False 	 11 	 10 	6 	18 	1 	7 	22 	9 	12 	21 	19 	20 	14 	17 	16 	3 	5 	8 	13 	23 	15 	4 	2 	10 	11 	0 	0
charlie3 	 dot-jump 	 False 	 34 	 2.0 	 -3.46410161514 	 -4.0 	 0.0 	 2.0763619437 	 -3.65835199604 	 False 	 8 	 10 	18 	16 	3 	0 	2 	21 	6 	19 	20 	10 	12 	7 	14 	9 	11 	13 	1 	8 	15 	17 	5 	23 	22 	4 	0
charlie3 	 dot-jump 	 False 	 35 	 -2.82842712475 	 2.82842712475 	 1.03527618041 	 -3.86370330516 	 -2.93327322205 	 2.70256633942 	 False 	 13 	 10 	11 	13 	23 	5 	12 	22 	14 	1 	6 	15 	19 	2 	8 	9 	3 	20 	17 	21 	7 	18 	0 	16 	10 	4 	0
charlie3 	 dot-jump 	 False 	 36 	 3.86370330516 	 1.03527618041 	 3.86370330516 	 -1.03527618041 	 4.05384950913 	 0.856911278352 	 False 	 6 	 10 	15 	0 	12 	8 	21 	22 	1 	9 	4 	2 	23 	13 	11 	10 	17 	6 	16 	3 	5 	19 	20 	18 	14 	7 	0
charlie3 	 dot-jump 	 False 	 37 	 1.03527618041 	 -3.86370330516 	 0.0 	 4.0 	 1.0217019088 	 -3.95497513086 	 False 	 9 	 10 	22 	7 	10 	0 	15 	2 	5 	21 	4 	19 	6 	13 	20 	12 	18 	11 	14 	8 	1 	17 	3 	16 	9 	23 	0
charlie3 	 dot-jump 	 False 	 38 	 -3.46410161514 	 -2.0 	 3.86370330516 	 1.03527618041 	 -3.42764511341 	 -2.0763619437 	 False 	 18 	 10 	9 	16 	21 	15 	19 	2 	3 	23 	18 	0 	1 	8 	22 	10 	4 	7 	6 	5 	14 	20 	17 	13 	12 	11 	0
charlie3 	 dot-jump 	 False 	 39 	 -1.03527618041 	 -3.86370330516 	 3.46410161514 	 2.0 	 -0.955785656624 	 -3.65835199604 	 False 	 7 	 10 	13 	15 	10 	7 	23 	21 	3 	17 	11 	22 	2 	16 	18 	9 	20 	8 	19 	6 	5 	12 	4 	14 	0 	1 	0
charlie3 	 dot-jump 	 False 	 40 	 2.82842712475 	 2.82842712475 	 -3.46410161514 	 2.0 	 2.83439884378 	 2.66960821333 	 False 	 7 	 10 	5 	15 	16 	21 	6 	1 	14 	3 	8 	13 	10 	9 	2 	4 	12 	0 	22 	7 	20 	11 	23 	17 	19 	18 	0
charlie3 	 dot-jump 	 False 	 41 	 2.82842712475 	 -2.82842712475 	 -3.46410161514 	 -2.0 	 2.66960821333 	 -2.86735696987 	 False 	 11 	 10 	20 	1 	22 	6 	18 	11 	5 	19 	7 	9 	14 	21 	13 	4 	2 	15 	17 	10 	0 	8 	3 	12 	16 	23 	0
charlie3 	 dot-jump 	 False 	 42 	 2.0 	 3.46410161514 	 0.0 	 4.0 	 1.91157131325 	 3.42764511341 	 False 	 5 	 10 	23 	7 	21 	20 	8 	4 	14 	10 	17 	15 	6 	5 	1 	9 	12 	0 	18 	13 	3 	11 	19 	16 	2 	22 	0
charlie3 	 dot-jump 	 False 	 43 	 -1.03527618041 	 -3.86370330516 	 -2.82842712475 	 -2.82842712475 	 -1.0217019088 	 -3.72426824822 	 False 	 14 	 10 	12 	2 	3 	14 	4 	13 	19 	10 	20 	1 	15 	18 	16 	23 	17 	6 	22 	0 	9 	5 	7 	8 	21 	11 	0
charlie3 	 dot-jump 	 False 	 44 	 -2.82842712475 	 -2.82842712475 	 2.82842712475 	 -2.82842712475 	 -2.83439884378 	 -3.03214760032 	 False 	 11 	 10 	13 	16 	4 	18 	20 	23 	7 	22 	12 	17 	21 	15 	11 	10 	19 	5 	6 	8 	9 	0 	2 	14 	1 	3 	0
charlie3 	 dot-jump 	 False 	 45 	 2.0 	 3.46410161514 	 -2.0 	 -3.46410161514 	 1.97748756543 	 3.36172886123 	 False 	 12 	 10 	1 	5 	17 	8 	21 	0 	10 	11 	22 	7 	16 	3 	4 	12 	18 	13 	14 	19 	2 	15 	20 	9 	6 	23 	0
charlie3 	 dot-jump 	 False 	 46 	 1.03527618041 	 -3.86370330516 	 -3.46410161514 	 2.0 	 1.08761816099 	 -4.02089138304 	 False 	 3 	 10 	11 	3 	22 	19 	23 	4 	9 	15 	21 	8 	10 	1 	5 	14 	16 	17 	2 	18 	0 	13 	6 	12 	7 	20 	0
charlie3 	 dot-jump 	 False 	 47 	 -1.03527618041 	 -3.86370330516 	 -3.86370330516 	 -1.03527618041 	 -0.988743782714 	 -3.85610075258 	 False 	 23 	 10 	5 	9 	22 	1 	10 	15 	8 	12 	4 	21 	13 	3 	18 	0 	6 	14 	19 	7 	2 	20 	16 	11 	23 	17 	0
charlie3 	 dot-jump 	 False 	 48 	 -2.82842712475 	 -2.82842712475 	 0.0 	 4.0 	 -2.80144071769 	 -2.83439884378 	 False 	 5 	 10 	2 	4 	10 	1 	16 	15 	0 	5 	7 	14 	6 	3 	8 	9 	22 	17 	12 	11 	23 	19 	13 	21 	18 	20 	0
charlie3 	 dot-jump 	 False 	 49 	 -2.82842712475 	 2.82842712475 	 3.86370330516 	 -1.03527618041 	 -2.90031509596 	 2.80144071769 	 False 	 23 	 10 	18 	22 	1 	8 	15 	14 	7 	21 	10 	5 	23 	17 	3 	2 	4 	19 	16 	13 	6 	0 	20 	11 	12 	9 	0
charlie3 	 dot-jump 	 False 	 50 	 2.82842712475 	 -2.82842712475 	 2.82842712475 	 2.82842712475 	 2.86735696987 	 -2.73552446551 	 False 	 9 	 10 	7 	13 	11 	15 	23 	20 	5 	6 	1 	21 	3 	8 	10 	19 	12 	14 	16 	9 	18 	22 	0 	4 	17 	2 	0
charlie3 	 dot-jump 	 False 	 51 	 3.46410161514 	 -2.0 	 -1.03527618041 	 3.86370330516 	 3.55947761777 	 -1.97748756543 	 False 	 19 	 10 	1 	16 	11 	3 	18 	10 	20 	17 	13 	0 	7 	8 	21 	9 	15 	19 	12 	6 	23 	22 	2 	14 	5 	4 	0
charlie3 	 dot-jump 	 False 	 52 	 2.82842712475 	 2.82842712475 	 0.0 	 -4.0 	 2.80144071769 	 2.73552446551 	 False 	 18 	 10 	15 	17 	12 	23 	22 	5 	11 	0 	8 	10 	18 	1 	13 	20 	14 	21 	6 	4 	3 	9 	7 	2 	19 	16 	0
charlie3 	 dot-jump 	 False 	 53 	 -2.82842712475 	 -2.82842712475 	 -1.03527618041 	 -3.86370330516 	 -2.70256633942 	 -2.86735696987 	 False 	 8 	 10 	10 	3 	21 	23 	0 	1 	11 	2 	15 	7 	17 	16 	12 	4 	20 	13 	8 	19 	22 	6 	18 	5 	9 	14 	0
charlie3 	 dot-jump 	 False 	 54 	 -3.86370330516 	 -1.03527618041 	 3.46410161514 	 2.0 	 -3.95497513086 	 -1.12057628708 	 False 	 9 	 10 	16 	23 	17 	21 	5 	15 	14 	11 	22 	13 	2 	7 	20 	3 	4 	8 	0 	19 	9 	6 	1 	18 	10 	12 	0
charlie3 	 dot-jump 	 False 	 55 	 2.82842712475 	 2.82842712475 	 -3.86370330516 	 -1.03527618041 	 2.70256633942 	 2.86735696987 	 False 	 12 	 10 	12 	19 	20 	8 	1 	15 	2 	10 	7 	22 	13 	9 	3 	18 	4 	0 	14 	5 	6 	11 	16 	23 	17 	21 	0
charlie3 	 dot-jump 	 False 	 56 	 1.03527618041 	 -3.86370330516 	 -2.82842712475 	 -2.82842712475 	 0.889869404443 	 -3.95497513086 	 False 	 11 	 10 	9 	4 	20 	12 	8 	7 	23 	0 	21 	22 	15 	19 	13 	5 	6 	17 	14 	10 	1 	3 	2 	11 	16 	18 	0
charlie3 	 dot-jump 	 False 	 57 	 4.0 	 0.0 	 2.0 	 3.46410161514 	 3.88905887868 	 -0.0988743782714 	 False 	 12 	 10 	9 	16 	7 	21 	10 	22 	20 	15 	23 	2 	4 	5 	0 	11 	13 	17 	14 	18 	19 	6 	8 	3 	1 	12 	0
charlie3 	 dot-jump 	 False 	 58 	 1.03527618041 	 3.86370330516 	 -2.0 	 3.46410161514 	 0.922827530533 	 3.85610075258 	 False 	 4 	 10 	23 	7 	13 	22 	5 	21 	20 	1 	4 	6 	8 	12 	15 	14 	3 	11 	17 	0 	9 	2 	19 	18 	16 	10 	0
charlie3 	 dot-jump 	 False 	 59 	 1.03527618041 	 -3.86370330516 	 -2.82842712475 	 -2.82842712475 	 1.18649253926 	 -4.05384950913 	 False 	 12 	 10 	14 	17 	23 	1 	20 	18 	7 	12 	2 	0 	15 	21 	19 	6 	13 	10 	3 	8 	16 	4 	22 	9 	5 	11 	0
charlie3 	 dot-jump 	 False 	 60 	 -2.0 	 -3.46410161514 	 2.0 	 -3.46410161514 	 -1.87861318716 	 -3.36172886123 	 False 	 18 	 10 	15 	23 	22 	7 	8 	10 	14 	3 	5 	17 	20 	9 	6 	21 	4 	2 	18 	11 	16 	1 	13 	0 	12 	19 	0
charlie3 	 dot-jump 	 False 	 61 	 -3.46410161514 	 -2.0 	 3.86370330516 	 1.03527618041 	 -3.4606032395 	 -2.0763619437 	 False 	 7 	 10 	15 	17 	6 	4 	20 	18 	21 	14 	8 	13 	1 	5 	7 	0 	23 	10 	22 	12 	2 	19 	9 	16 	3 	11 	0
charlie3 	 dot-jump 	 False 	 62 	 3.46410161514 	 2.0 	 1.03527618041 	 -3.86370330516 	 3.55947761777 	 1.94452943934 	 False 	 13 	 10 	6 	16 	17 	8 	13 	0 	9 	23 	11 	5 	19 	18 	4 	2 	3 	15 	1 	22 	12 	20 	14 	7 	10 	21 	0
charlie3 	 dot-jump 	 False 	 63 	 -1.03527618041 	 -3.86370330516 	 2.82842712475 	 -2.82842712475 	 -0.922827530533 	 -4.05384950913 	 False 	 15 	 10 	9 	7 	11 	2 	19 	5 	18 	1 	10 	8 	21 	15 	3 	0 	16 	17 	23 	6 	12 	20 	4 	13 	14 	22 	0
charlie3 	 dot-jump 	 False 	 64 	 2.0 	 -3.46410161514 	 3.46410161514 	 2.0 	 2.01044569152 	 -3.36172886123 	 False 	 12 	 10 	11 	14 	0 	7 	12 	18 	22 	6 	10 	17 	2 	16 	20 	4 	9 	13 	15 	3 	19 	5 	21 	1 	8 	23 	0
charlie3 	 dot-jump 	 False 	 65 	 -2.0 	 -3.46410161514 	 -1.03527618041 	 -3.86370330516 	 -1.81269693498 	 -3.59243574386 	 False 	 12 	 10 	13 	3 	14 	9 	10 	7 	23 	2 	0 	18 	17 	20 	16 	4 	15 	22 	21 	6 	19 	5 	11 	8 	12 	1 	0
charlie3 	 dot-jump 	 False 	 66 	 2.82842712475 	 2.82842712475 	 1.03527618041 	 3.86370330516 	 2.99918947423 	 2.73552446551 	 False 	 17 	 10 	1 	6 	9 	14 	19 	16 	2 	17 	12 	4 	5 	11 	13 	18 	7 	23 	8 	3 	10 	0 	15 	22 	21 	20 	0
charlie3 	 dot-jump 	 False 	 67 	 0.0 	 -4.0 	 3.46410161514 	 -2.0 	 -0.0659162521809 	 -4.1527238874 	 False 	 11 	 10 	23 	4 	20 	1 	13 	2 	12 	21 	0 	15 	22 	18 	6 	14 	8 	5 	3 	9 	16 	11 	17 	10 	19 	7 	0
charlie3 	 dot-jump 	 False 	 68 	 -3.46410161514 	 -2.0 	 -1.03527618041 	 -3.86370330516 	 -3.36172886123 	 -1.91157131325 	 False 	 0 	 10 	14 	20 	18 	6 	16 	23 	2 	9 	19 	0 	17 	10 	5 	1 	3 	15 	12 	4 	7 	8 	13 	11 	22 	21 	0
charlie3 	 dot-jump 	 False 	 69 	 -2.0 	 -3.46410161514 	 -3.86370330516 	 -1.03527618041 	 -2.0763619437 	 -3.39468698732 	 False 	 11 	 10 	5 	9 	23 	4 	14 	10 	21 	6 	3 	18 	13 	16 	0 	2 	20 	11 	1 	19 	8 	12 	22 	15 	7 	17 	0
charlie3 	 dot-jump 	 False 	 70 	 2.0 	 3.46410161514 	 1.03527618041 	 -3.86370330516 	 2.01044569152 	 3.32877073514 	 False 	 12 	 10 	3 	7 	23 	15 	11 	20 	1 	9 	18 	5 	19 	22 	4 	14 	12 	13 	0 	10 	16 	2 	8 	17 	6 	21 	0
charlie3 	 dot-jump 	 False 	 71 	 2.0 	 -3.46410161514 	 0.0 	 4.0 	 2.14227819588 	 -3.62539386995 	 False 	 9 	 10 	4 	8 	16 	14 	18 	19 	7 	2 	5 	20 	6 	21 	12 	1 	15 	0 	10 	3 	11 	17 	23 	22 	9 	13 	0
charlie3 	 dot-jump 	 False 	 72 	 3.86370330516 	 -1.03527618041 	 -1.03527618041 	 3.86370330516 	 3.85610075258 	 -1.08761816099 	 False 	 7 	 10 	8 	6 	2 	13 	5 	17 	3 	23 	22 	4 	7 	16 	18 	21 	9 	15 	19 	12 	10 	0 	11 	14 	20 	1 	0
charlie3 	 dot-jump 	 False 	 73 	 2.0 	 -3.46410161514 	 3.86370330516 	 1.03527618041 	 1.91157131325 	 -3.49356136559 	 False 	 11 	 10 	14 	7 	2 	21 	5 	22 	0 	17 	13 	23 	1 	20 	9 	11 	19 	15 	18 	3 	12 	6 	4 	16 	8 	10 	0
charlie3 	 dot-jump 	 False 	 74 	 2.0 	 3.46410161514 	 1.03527618041 	 3.86370330516 	 2.01044569152 	 3.39468698732 	 False 	 7 	 10 	16 	18 	20 	14 	2 	15 	23 	4 	6 	22 	5 	3 	13 	7 	21 	0 	11 	17 	12 	8 	19 	9 	1 	10 	0
charlie3 	 dot-jump 	 False 	 75 	 -1.03527618041 	 -3.86370330516 	 -1.03527618041 	 3.86370330516 	 -1.08761816099 	 -4.05384950913 	 False 	 17 	 10 	21 	16 	9 	5 	23 	0 	22 	12 	10 	6 	7 	18 	1 	11 	15 	20 	3 	17 	13 	14 	2 	4 	19 	8 	0
charlie3 	 dot-jump 	 False 	 76 	 -3.86370330516 	 1.03527618041 	 -3.86370330516 	 -1.03527618041 	 -3.82314262649 	 0.856911278352 	 False 	 15 	 10 	23 	19 	0 	18 	20 	22 	6 	5 	12 	10 	13 	16 	1 	15 	2 	11 	21 	17 	14 	3 	4 	7 	9 	8 	0
charlie3 	 dot-jump 	 False 	 77 	 2.0 	 3.46410161514 	 3.46410161514 	 -2.0 	 2.01044569152 	 3.29581260905 	 False 	 16 	 10 	19 	12 	2 	16 	21 	15 	7 	14 	17 	0 	22 	6 	10 	3 	5 	23 	4 	9 	20 	8 	1 	11 	18 	13 	0
charlie3 	 dot-jump 	 False 	 78 	 2.82842712475 	 -2.82842712475 	 -1.03527618041 	 3.86370330516 	 2.7684825916 	 -3.03214760032 	 False 	 14 	 10 	16 	13 	14 	3 	8 	4 	10 	23 	0 	1 	7 	20 	12 	5 	21 	17 	18 	22 	6 	15 	9 	19 	11 	2 	0
charlie3 	 dot-jump 	 False 	 79 	 1.03527618041 	 -3.86370330516 	 -3.86370330516 	 -1.03527618041 	 1.08761816099 	 -3.75722637431 	 False 	 4 	 10 	8 	14 	15 	11 	19 	4 	3 	12 	7 	20 	13 	2 	1 	10 	6 	9 	23 	22 	5 	18 	0 	17 	21 	16 	0
charlie3 	 dot-jump 	 False 	 80 	 2.0 	 3.46410161514 	 -1.03527618041 	 -3.86370330516 	 1.81269693498 	 3.39468698732 	 False 	 12 	 10 	16 	2 	21 	18 	0 	5 	8 	3 	13 	15 	17 	7 	4 	14 	19 	22 	12 	6 	23 	1 	9 	20 	11 	10 	0
charlie3 	 dot-jump 	 False 	 81 	 3.46410161514 	 -2.0 	 4.0 	 0.0 	 3.49356136559 	 -2.10932006979 	 False 	 1 	 10 	5 	22 	1 	13 	18 	20 	7 	14 	3 	19 	0 	21 	23 	8 	6 	16 	12 	15 	11 	17 	9 	2 	4 	10 	0
charlie3 	 dot-jump 	 False 	 82 	 -3.46410161514 	 -2.0 	 -2.0 	 -3.46410161514 	 -3.4606032395 	 -2.10932006979 	 False 	 12 	 10 	9 	0 	18 	6 	17 	12 	11 	21 	23 	15 	16 	22 	14 	10 	19 	3 	20 	4 	1 	7 	13 	2 	5 	8 	0
charlie3 	 dot-jump 	 False 	 83 	 -2.0 	 -3.46410161514 	 1.03527618041 	 3.86370330516 	 -1.87861318716 	 -3.4606032395 	 False 	 8 	 10 	12 	1 	18 	11 	21 	10 	3 	4 	16 	7 	5 	17 	23 	15 	19 	14 	9 	0 	22 	20 	13 	2 	6 	8 	0
