subject 	task 	staircase 	trialNum 	stimulus 	monitorWidth 	monitorHeight 	stimHeight  	ISI 	SOA 	responseSpatialPos 	responseX 	responseY 	correctX 	correctY 	clickX 	clickY 	accuracy 	responsePosInStream 	correctPosInStream 	position0 	position1 	position2 	position3 	position4 	position5 	position6 	position7 	position8 	position9 	position10 	position11 	position12 	position13 	position14 	position15 	position16 	position17 	position18 	position19 	position20 	position21 	position22 	position23 	longFrames
CL 	 dot-jump 	 False 	 0 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 4 	 -4.10403952609 	 4.10403952609 	 0.0 	 -5.80398835832 	 -4.02719818494 	 4.06483555116 	 False 	 15 	 14 	24 	20 	8 	16 	12 	3 	23 	10 	11 	5 	19 	2 	21 	18 	13 	4 	14 	7 	15 	6 	22 	9 	17 	1 	0
CL 	 dot-jump 	 False 	 1 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 4.10403952609 	 4.10403952609 	 5.11868180516 	 3.04862666337 	 False 	 4 	 15 	16 	11 	23 	14 	21 	18 	24 	15 	6 	10 	20 	5 	3 	2 	13 	22 	7 	4 	9 	1 	12 	17 	19 	8 	0
CL 	 dot-jump 	 False 	 2 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 9 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -4.66703341059 	 -3.04862666337 	 True 	 12 	 12 	5 	14 	16 	6 	3 	13 	2 	20 	1 	22 	7 	11 	9 	12 	23 	24 	4 	10 	19 	21 	8 	17 	15 	18 	0
CL 	 dot-jump 	 False 	 3 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 -5.60622225078 	 1.50218272469 	 4.81758287545 	 2.70989036744 	 False 	 15 	 10 	19 	13 	8 	12 	18 	1 	17 	23 	3 	14 	6 	22 	4 	7 	9 	21 	15 	24 	2 	11 	10 	20 	16 	5 	0
CL 	 dot-jump 	 False 	 4 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 11 	 -2.90199417916 	 -5.02640136157 	 -4.10403952609 	 -4.10403952609 	 -2.63461563501 	 -5.19395653759 	 False 	 4 	 8 	20 	8 	16 	18 	11 	13 	15 	22 	10 	1 	6 	17 	3 	4 	19 	21 	7 	12 	9 	23 	5 	24 	14 	2 	0
CL 	 dot-jump 	 False 	 5 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 11 	 -2.90199417916 	 -5.02640136157 	 5.02640136157 	 -2.90199417916 	 -3.01098929715 	 -5.34450600245 	 False 	 20 	 16 	6 	5 	8 	4 	9 	7 	2 	14 	18 	22 	16 	21 	23 	20 	24 	10 	17 	12 	13 	1 	11 	3 	19 	15 	0
CL 	 dot-jump 	 False 	 6 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 15 	 2.90199417916 	 -5.02640136157 	 4.10403952609 	 -4.10403952609 	 2.5969782688 	 -5.08104443895 	 False 	 3 	 9 	24 	17 	10 	15 	13 	1 	21 	2 	22 	16 	11 	14 	7 	3 	6 	9 	20 	18 	19 	12 	23 	5 	4 	8 	0
CL 	 dot-jump 	 False 	 7 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 10 	 -4.10403952609 	 -4.10403952609 	 -2.90199417916 	 5.02640136157 	 -3.95192345251 	 -3.83901135387 	 False 	 6 	 11 	24 	1 	17 	2 	14 	13 	10 	5 	18 	12 	11 	3 	22 	20 	6 	16 	4 	9 	23 	8 	21 	7 	19 	15 	0
CL 	 dot-jump 	 False 	 8 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 6 	 -5.60622225078 	 1.50218272469 	 -5.02640136157 	 -2.90199417916 	 -5.08104443895 	 1.35494518372 	 False 	 6 	 13 	8 	20 	2 	17 	5 	23 	6 	4 	14 	1 	3 	18 	19 	9 	7 	11 	15 	12 	24 	22 	10 	13 	21 	16 	0
CL 	 dot-jump 	 False 	 9 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 5 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 -4.85522024166 	 2.93571456472 	 True 	 8 	 8 	11 	12 	1 	3 	22 	15 	4 	13 	5 	16 	14 	9 	21 	18 	2 	10 	17 	20 	6 	23 	24 	19 	7 	8 	0
CL 	 dot-jump 	 False 	 10 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 4.10403952609 	 4.10403952609 	 4.7046707768 	 2.55934090258 	 False 	 19 	 13 	12 	17 	8 	6 	24 	3 	15 	20 	2 	10 	9 	13 	18 	22 	4 	11 	7 	14 	1 	21 	5 	19 	16 	23 	0
CL 	 dot-jump 	 False 	 11 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 15 	 2.90199417916 	 -5.02640136157 	 4.10403952609 	 -4.10403952609 	 3.16153876201 	 -5.34450600245 	 False 	 5 	 16 	19 	8 	11 	21 	22 	15 	13 	24 	6 	3 	2 	5 	1 	9 	12 	14 	16 	20 	7 	18 	17 	4 	23 	10 	0
CL 	 dot-jump 	 False 	 12 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 18 	 5.60622225078 	 -1.50218272469 	 5.80398835832 	 0.0 	 5.60796756595 	 -1.61840674722 	 False 	 2 	 9 	2 	6 	18 	12 	14 	17 	9 	21 	7 	19 	3 	4 	23 	10 	20 	11 	13 	24 	22 	8 	1 	16 	15 	5 	0
CL 	 dot-jump 	 False 	 13 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 15 	 2.90199417916 	 -5.02640136157 	 -5.60622225078 	 1.50218272469 	 2.67225300122 	 -4.77994550923 	 False 	 19 	 11 	19 	23 	24 	8 	5 	4 	3 	22 	21 	9 	17 	6 	2 	20 	18 	10 	1 	16 	7 	15 	14 	11 	13 	12 	0
CL 	 dot-jump 	 False 	 14 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 1.50218272469 	 5.60622225078 	 5.00576970652 	 2.63461563501 	 False 	 11 	 14 	13 	1 	12 	14 	15 	16 	17 	4 	9 	11 	18 	21 	20 	23 	24 	5 	3 	2 	7 	19 	10 	6 	8 	22 	0
CL 	 dot-jump 	 False 	 15 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 19 	 5.80398835832 	 0.0 	 -1.50218272469 	 -5.60622225078 	 6.09725332674 	 -0.414011028359 	 False 	 18 	 12 	17 	5 	1 	23 	24 	16 	14 	22 	10 	6 	20 	18 	12 	4 	11 	13 	15 	21 	19 	8 	9 	2 	7 	3 	0
CL 	 dot-jump 	 False 	 16 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 20 	 5.60622225078 	 1.50218272469 	 5.60622225078 	 1.50218272469 	 5.64560493216 	 1.99478040936 	 True 	 15 	 15 	12 	23 	8 	7 	21 	3 	17 	1 	18 	9 	24 	13 	22 	19 	5 	20 	15 	16 	4 	10 	6 	2 	14 	11 	0
CL 	 dot-jump 	 False 	 17 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 20 	 5.60622225078 	 1.50218272469 	 -4.10403952609 	 -4.10403952609 	 5.30686863623 	 1.76895621208 	 False 	 15 	 10 	13 	2 	16 	6 	18 	4 	8 	17 	11 	7 	10 	21 	12 	15 	3 	20 	14 	22 	9 	23 	5 	19 	24 	1 	0
CL 	 dot-jump 	 False 	 18 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 23 	 2.90199417916 	 5.02640136157 	 4.10403952609 	 -4.10403952609 	 2.48406617015 	 4.77994550923 	 False 	 16 	 15 	9 	11 	15 	4 	12 	5 	20 	22 	14 	18 	6 	17 	21 	13 	2 	16 	23 	8 	24 	19 	3 	1 	7 	10 	0
CL 	 dot-jump 	 False 	 19 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 16 	 4.10403952609 	 -4.10403952609 	 5.02640136157 	 -2.90199417916 	 4.59175867816 	 -3.98956081873 	 False 	 9 	 8 	7 	11 	19 	6 	14 	21 	18 	2 	17 	16 	5 	13 	12 	23 	3 	1 	9 	4 	22 	15 	8 	10 	24 	20 	0
CL 	 dot-jump 	 False 	 20 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 -5.02640136157 	 -2.90199417916 	 4.7046707768 	 2.63461563501 	 False 	 6 	 9 	2 	6 	16 	17 	7 	20 	21 	22 	23 	9 	10 	3 	18 	5 	11 	15 	13 	4 	24 	14 	19 	1 	12 	8 	0
CL 	 dot-jump 	 False 	 21 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 23 	 2.90199417916 	 5.02640136157 	 1.50218272469 	 5.60622225078 	 2.5969782688 	 4.74230814302 	 False 	 3 	 12 	10 	19 	18 	23 	9 	12 	11 	16 	14 	13 	17 	22 	24 	6 	15 	2 	5 	7 	8 	20 	21 	4 	1 	3 	0
CL 	 dot-jump 	 False 	 22 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 2.90199417916 	 5.02640136157 	 5.45741810109 	 2.8604398323 	 False 	 12 	 13 	6 	7 	13 	20 	3 	12 	4 	18 	1 	16 	17 	10 	21 	23 	5 	2 	24 	22 	9 	15 	8 	14 	11 	19 	0
CL 	 dot-jump 	 False 	 23 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 19 	 5.80398835832 	 0.0 	 5.60622225078 	 1.50218272469 	 5.75851703081 	 -0.33873629593 	 False 	 7 	 16 	9 	10 	7 	5 	23 	17 	2 	19 	22 	14 	6 	21 	8 	13 	16 	11 	20 	4 	15 	12 	3 	18 	1 	24 	0
CL 	 dot-jump 	 False 	 24 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 4 	 -4.10403952609 	 4.10403952609 	 -2.90199417916 	 5.02640136157 	 -4.02719818494 	 4.06483555116 	 False 	 13 	 10 	17 	1 	19 	10 	23 	9 	2 	11 	6 	14 	3 	20 	22 	4 	16 	18 	13 	24 	21 	12 	5 	15 	7 	8 	0
CL 	 dot-jump 	 False 	 25 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 12 	 -1.50218272469 	 -5.60622225078 	 -1.50218272469 	 -5.60622225078 	 -1.99478040936 	 -5.83379176324 	 True 	 11 	 11 	24 	7 	8 	10 	14 	5 	13 	4 	21 	11 	19 	12 	17 	1 	20 	2 	18 	23 	6 	9 	22 	15 	3 	16 	0
