subject 	task 	staircase 	trialNum 	stimulus 	monitorWidth 	monitorHeight 	stimHeight  	ISI 	SOA 	responseSpatialPos 	responseX 	responseY 	correctX 	correctY 	clickX 	clickY 	accuracy 	responsePosInStream 	correctPosInStream 	position0 	position1 	position2 	position3 	position4 	position5 	position6 	position7 	position8 	position9 	position10 	position11 	position12 	position13 	position14 	position15 	position16 	position17 	position18 	position19 	position20 	position21 	position22 	position23 	longFrames
KR 	 dot-jump 	 False 	 10 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 16 	 4.10403952609 	 -4.10403952609 	 4.10403952609 	 -4.10403952609 	 3.95192345251 	 -4.32829711466 	 True 	 16 	 16 	19 	17 	6 	23 	9 	1 	7 	20 	2 	24 	12 	18 	22 	21 	5 	15 	16 	3 	14 	10 	11 	4 	8 	13 	0
KR 	 dot-jump 	 False 	 11 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 3 	 -2.90199417916 	 5.02640136157 	 -5.80398835832 	 0.0 	 -3.04862666337 	 5.00576970652 	 False 	 19 	 8 	12 	16 	6 	13 	9 	20 	22 	1 	7 	2 	19 	10 	14 	23 	8 	15 	18 	21 	17 	3 	4 	24 	5 	11 	0
KR 	 dot-jump 	 False 	 12 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 2 	 -1.50218272469 	 5.60622225078 	 5.02640136157 	 -2.90199417916 	 -1.65604411343 	 5.98434122809 	 False 	 11 	 15 	16 	20 	23 	11 	15 	19 	24 	14 	9 	13 	1 	2 	3 	18 	12 	17 	8 	22 	7 	6 	21 	4 	10 	5 	0
KR 	 dot-jump 	 False 	 13 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 -2.90199417916 	 -5.02640136157 	 4.74230814302 	 2.74752773365 	 False 	 11 	 9 	1 	6 	14 	17 	16 	10 	24 	22 	20 	11 	13 	21 	9 	12 	23 	18 	2 	5 	7 	15 	19 	8 	4 	3 	0
KR 	 dot-jump 	 False 	 14 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 16 	 4.10403952609 	 -4.10403952609 	 5.02640136157 	 -2.90199417916 	 4.1777476498 	 -4.1777476498 	 False 	 1 	 11 	18 	16 	22 	2 	12 	5 	15 	3 	7 	11 	13 	17 	20 	9 	21 	24 	4 	8 	1 	6 	10 	23 	19 	14 	0
KR 	 dot-jump 	 False 	 15 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 4 	 -4.10403952609 	 4.10403952609 	 1.50218272469 	 -5.60622225078 	 -4.06483555116 	 4.36593448087 	 False 	 7 	 13 	16 	17 	1 	10 	20 	7 	6 	4 	24 	19 	5 	12 	2 	14 	22 	11 	3 	9 	21 	15 	13 	23 	18 	8 	0
KR 	 dot-jump 	 False 	 16 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 20 	 5.60622225078 	 1.50218272469 	 5.02640136157 	 2.90199417916 	 5.87142912945 	 1.73131884586 	 False 	 5 	 14 	4 	19 	8 	24 	2 	20 	6 	14 	10 	23 	11 	22 	16 	5 	21 	18 	12 	1 	13 	3 	17 	7 	15 	9 	0
KR 	 dot-jump 	 False 	 17 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 9 	 -5.02640136157 	 -2.90199417916 	 -4.10403952609 	 -4.10403952609 	 -5.41978073488 	 -2.78516509987 	 False 	 5 	 12 	2 	21 	24 	20 	13 	9 	5 	3 	1 	12 	14 	11 	10 	19 	18 	7 	16 	4 	8 	15 	23 	22 	6 	17 	0
KR 	 dot-jump 	 False 	 18 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 2 	 -1.50218272469 	 5.60622225078 	 -1.50218272469 	 -5.60622225078 	 -1.54313201479 	 5.75851703081 	 False 	 12 	 14 	17 	15 	21 	19 	20 	9 	4 	24 	14 	10 	1 	7 	2 	22 	12 	11 	18 	13 	16 	5 	3 	6 	23 	8 	0
KR 	 dot-jump 	 False 	 19 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 2.90199417916 	 5.02640136157 	 5.11868180516 	 3.3873629593 	 False 	 4 	 9 	17 	15 	19 	8 	21 	16 	9 	11 	10 	23 	14 	5 	18 	1 	22 	24 	3 	20 	7 	12 	4 	13 	6 	2 	0
KR 	 dot-jump 	 False 	 20 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 3 	 -2.90199417916 	 5.02640136157 	 5.60622225078 	 -1.50218272469 	 -2.82280246608 	 5.30686863623 	 False 	 22 	 16 	10 	11 	4 	6 	5 	7 	9 	15 	24 	2 	19 	14 	1 	16 	20 	8 	18 	12 	17 	13 	21 	23 	3 	22 	0
KR 	 dot-jump 	 False 	 21 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 14 	 1.50218272469 	 -5.60622225078 	 0.0 	 5.80398835832 	 1.43021991615 	 -5.94670386188 	 False 	 16 	 11 	19 	8 	10 	11 	13 	7 	23 	4 	16 	12 	22 	1 	17 	3 	9 	6 	14 	21 	18 	15 	20 	24 	5 	2 	0
KR 	 dot-jump 	 False 	 22 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 1.50218272469 	 -5.60622225078 	 4.89285760787 	 3.16153876201 	 False 	 8 	 10 	20 	9 	24 	8 	7 	10 	17 	12 	21 	13 	14 	23 	22 	2 	18 	16 	3 	11 	19 	6 	1 	4 	15 	5 	0
KR 	 dot-jump 	 False 	 23 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 22 	 4.10403952609 	 4.10403952609 	 -5.60622225078 	 1.50218272469 	 3.87664872009 	 4.10247291737 	 False 	 6 	 12 	2 	7 	14 	13 	8 	16 	22 	3 	17 	1 	23 	19 	6 	12 	4 	11 	9 	10 	5 	15 	21 	20 	24 	18 	0
KR 	 dot-jump 	 False 	 24 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 11 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 -3.27445086065 	 -4.85522024166 	 True 	 15 	 15 	17 	18 	2 	24 	16 	19 	14 	23 	22 	21 	7 	6 	8 	13 	1 	11 	15 	20 	3 	12 	9 	5 	4 	10 	0
KR 	 dot-jump 	 False 	 25 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 12 	 -1.50218272469 	 -5.60622225078 	 -5.02640136157 	 -2.90199417916 	 -1.99478040936 	 -5.60796756595 	 False 	 7 	 8 	15 	16 	1 	13 	11 	2 	20 	12 	9 	5 	4 	3 	6 	24 	10 	23 	22 	18 	19 	7 	17 	21 	14 	8 	0
KR 	 dot-jump 	 False 	 26 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 15 	 2.90199417916 	 -5.02640136157 	 0.0 	 -5.80398835832 	 3.01098929715 	 -4.77994550923 	 False 	 12 	 13 	16 	20 	4 	2 	24 	22 	1 	12 	19 	6 	14 	17 	15 	13 	9 	3 	7 	23 	18 	10 	5 	11 	8 	21 	0
KR 	 dot-jump 	 False 	 27 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 6 	 -5.60622225078 	 1.50218272469 	 -5.60622225078 	 1.50218272469 	 -5.60796756595 	 1.43021991615 	 True 	 14 	 14 	11 	2 	24 	8 	3 	21 	23 	5 	12 	10 	18 	9 	4 	7 	6 	13 	19 	14 	20 	17 	16 	22 	1 	15 	0
KR 	 dot-jump 	 False 	 28 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 23 	 2.90199417916 	 5.02640136157 	 4.10403952609 	 4.10403952609 	 2.70989036744 	 4.81758287545 	 False 	 20 	 11 	13 	1 	10 	14 	2 	3 	7 	16 	24 	4 	17 	22 	9 	21 	5 	15 	18 	19 	11 	12 	23 	6 	20 	8 	0
KR 	 dot-jump 	 False 	 29 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 14 	 1.50218272469 	 -5.60622225078 	 0.0 	 -5.80398835832 	 1.50549464858 	 -5.64560493216 	 False 	 6 	 9 	16 	11 	1 	20 	2 	5 	14 	10 	9 	13 	4 	7 	19 	15 	23 	21 	18 	6 	12 	8 	17 	24 	3 	22 	0
KR 	 dot-jump 	 False 	 30 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 1 	 0.0 	 5.80398835832 	 0.0 	 5.80398835832 	 0.188186831072 	 5.72087966459 	 True 	 8 	 8 	19 	24 	6 	5 	13 	18 	2 	10 	1 	11 	7 	20 	15 	4 	14 	16 	23 	3 	17 	21 	22 	8 	12 	9 	0
KR 	 dot-jump 	 False 	 31 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 9 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.15631917138 	 -2.89807719851 	 True 	 13 	 13 	13 	24 	6 	1 	21 	8 	17 	22 	10 	11 	5 	4 	15 	9 	14 	16 	19 	3 	23 	12 	20 	18 	7 	2 	0
KR 	 dot-jump 	 False 	 32 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 -5.60622225078 	 -1.50218272469 	 5.04340707273 	 2.93571456472 	 False 	 11 	 12 	14 	10 	18 	15 	13 	4 	2 	6 	7 	23 	16 	21 	8 	17 	19 	11 	22 	20 	1 	5 	9 	24 	12 	3 	0
KR 	 dot-jump 	 False 	 33 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 5 	 -5.02640136157 	 2.90199417916 	 2.90199417916 	 -5.02640136157 	 -5.19395653759 	 2.74752773365 	 False 	 9 	 10 	17 	24 	19 	8 	6 	18 	23 	12 	22 	5 	15 	20 	16 	2 	4 	1 	21 	7 	3 	9 	14 	11 	10 	13 	0
KR 	 dot-jump 	 False 	 34 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 4 	 -4.10403952609 	 4.10403952609 	 -2.90199417916 	 5.02640136157 	 -3.68846188901 	 4.29065974844 	 False 	 13 	 16 	24 	19 	5 	6 	7 	13 	17 	1 	14 	23 	12 	10 	2 	4 	15 	9 	3 	22 	16 	11 	20 	18 	8 	21 	0
KR 	 dot-jump 	 False 	 35 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 2 	 -1.50218272469 	 5.60622225078 	 0.0 	 5.80398835832 	 -1.50549464858 	 5.79615439702 	 False 	 13 	 15 	4 	10 	15 	24 	6 	17 	13 	12 	21 	9 	14 	8 	19 	2 	7 	1 	16 	23 	3 	18 	20 	5 	11 	22 	0
KR 	 dot-jump 	 False 	 36 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 2 	 -1.50218272469 	 5.60622225078 	 0.0 	 5.80398835832 	 -1.99478040936 	 5.57033019973 	 False 	 11 	 12 	16 	12 	11 	23 	14 	20 	13 	21 	17 	18 	22 	2 	1 	10 	19 	6 	9 	4 	3 	24 	7 	15 	5 	8 	0
KR 	 dot-jump 	 False 	 37 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 23 	 2.90199417916 	 5.02640136157 	 -4.10403952609 	 -4.10403952609 	 3.04862666337 	 5.04340707273 	 False 	 2 	 8 	8 	1 	23 	13 	12 	22 	18 	17 	10 	2 	3 	11 	14 	5 	9 	16 	4 	19 	20 	15 	7 	24 	21 	6 	0
KR 	 dot-jump 	 False 	 38 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 24 	 1.50218272469 	 5.60622225078 	 5.80398835832 	 0.0 	 1.99478040936 	 5.38214336866 	 False 	 13 	 14 	16 	18 	8 	21 	23 	11 	4 	2 	6 	10 	14 	22 	13 	24 	19 	17 	12 	15 	7 	20 	3 	5 	1 	9 	0
KR 	 dot-jump 	 False 	 39 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 3 	 -2.90199417916 	 5.02640136157 	 -5.02640136157 	 -2.90199417916 	 -2.70989036744 	 5.04340707273 	 False 	 16 	 13 	12 	24 	14 	4 	23 	1 	11 	8 	2 	21 	22 	15 	20 	9 	7 	19 	3 	13 	18 	17 	10 	6 	16 	5 	0
KR 	 dot-jump 	 False 	 40 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 23 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 2.67225300122 	 4.93049497409 	 True 	 10 	 10 	10 	1 	16 	14 	8 	3 	17 	11 	18 	6 	23 	21 	12 	19 	2 	9 	24 	13 	4 	15 	20 	5 	7 	22 	0
KR 	 dot-jump 	 False 	 41 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 4 	 -4.10403952609 	 4.10403952609 	 5.60622225078 	 -1.50218272469 	 -3.87664872009 	 4.10247291737 	 False 	 4 	 9 	5 	13 	19 	16 	4 	2 	10 	8 	15 	18 	17 	11 	20 	23 	7 	12 	24 	14 	22 	9 	1 	21 	3 	6 	0
KR 	 dot-jump 	 False 	 42 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 22 	 4.10403952609 	 4.10403952609 	 5.02640136157 	 -2.90199417916 	 4.21538501602 	 4.40357184709 	 False 	 6 	 11 	15 	8 	13 	14 	19 	20 	22 	12 	21 	5 	23 	17 	18 	7 	16 	6 	10 	1 	24 	9 	11 	4 	3 	2 	0
KR 	 dot-jump 	 False 	 43 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 4.10403952609 	 4.10403952609 	 5.2315939038 	 2.93571456472 	 False 	 19 	 16 	19 	10 	17 	5 	12 	3 	1 	11 	9 	8 	18 	13 	16 	2 	20 	6 	22 	23 	7 	21 	15 	4 	14 	24 	0
KR 	 dot-jump 	 False 	 44 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 20 	 5.60622225078 	 1.50218272469 	 5.02640136157 	 -2.90199417916 	 5.83379176324 	 1.76895621208 	 False 	 16 	 15 	4 	24 	3 	1 	7 	10 	8 	21 	19 	6 	14 	18 	22 	23 	13 	17 	20 	12 	16 	5 	11 	2 	15 	9 	0
KR 	 dot-jump 	 False 	 45 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 5 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 -4.7046707768 	 2.97335193094 	 True 	 14 	 14 	7 	21 	2 	22 	13 	1 	14 	15 	24 	23 	9 	3 	6 	4 	5 	20 	11 	16 	18 	10 	12 	17 	8 	19 	0
KR 	 dot-jump 	 False 	 46 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 23 	 2.90199417916 	 5.02640136157 	 0.0 	 5.80398835832 	 3.01098929715 	 5.34450600245 	 False 	 14 	 15 	2 	12 	15 	8 	5 	16 	14 	17 	24 	20 	3 	21 	11 	19 	23 	1 	7 	18 	6 	22 	13 	4 	9 	10 	0
KR 	 dot-jump 	 False 	 47 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 23 	 2.90199417916 	 5.02640136157 	 -5.80398835832 	 0.0 	 2.89807719851 	 5.26923127002 	 False 	 21 	 9 	19 	16 	14 	10 	12 	24 	21 	20 	17 	7 	8 	1 	3 	4 	22 	5 	18 	2 	13 	15 	9 	23 	6 	11 	0
KR 	 dot-jump 	 False 	 48 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 10 	 -4.10403952609 	 -4.10403952609 	 5.60622225078 	 1.50218272469 	 -3.95192345251 	 -4.32829711466 	 False 	 18 	 16 	14 	2 	15 	16 	18 	19 	24 	21 	17 	23 	5 	3 	6 	7 	11 	13 	20 	9 	10 	4 	22 	1 	8 	12 	0
KR 	 dot-jump 	 False 	 49 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 11 	 -2.90199417916 	 -5.02640136157 	 5.60622225078 	 -1.50218272469 	 -3.23681349444 	 -5.19395653759 	 False 	 16 	 12 	16 	20 	17 	5 	6 	7 	13 	8 	23 	10 	4 	24 	18 	12 	22 	2 	11 	15 	1 	21 	19 	9 	3 	14 	0
KR 	 dot-jump 	 False 	 50 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 12 	 -1.50218272469 	 -5.60622225078 	 2.90199417916 	 5.02640136157 	 -1.35494518372 	 -5.11868180516 	 False 	 23 	 11 	21 	14 	10 	6 	11 	4 	22 	5 	18 	3 	1 	23 	9 	13 	2 	15 	7 	20 	16 	17 	19 	8 	24 	12 	0
KR 	 dot-jump 	 False 	 51 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 23 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 3.31208822687 	 5.38214336866 	 True 	 8 	 8 	22 	13 	21 	12 	5 	1 	11 	19 	23 	24 	9 	10 	14 	6 	15 	3 	20 	17 	4 	7 	2 	8 	16 	18 	0
KR 	 dot-jump 	 False 	 52 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 7 	 -5.80398835832 	 0.0 	 -5.80398835832 	 0.0 	 -5.57033019973 	 -0.225824197287 	 True 	 13 	 13 	24 	18 	12 	11 	5 	23 	20 	21 	1 	8 	4 	13 	10 	7 	22 	6 	3 	17 	16 	19 	15 	9 	2 	14 	0
KR 	 dot-jump 	 False 	 53 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 6 	 -5.60622225078 	 1.50218272469 	 -5.80398835832 	 0.0 	 -5.53269283352 	 1.69368147965 	 False 	 20 	 10 	9 	23 	3 	12 	8 	4 	10 	14 	11 	17 	7 	22 	15 	24 	18 	21 	5 	2 	19 	13 	6 	16 	1 	20 	0
KR 	 dot-jump 	 False 	 54 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 3 	 -2.90199417916 	 5.02640136157 	 -5.80398835832 	 0.0 	 -3.08626402958 	 4.81758287545 	 False 	 21 	 15 	11 	4 	8 	22 	17 	5 	20 	23 	9 	19 	1 	16 	6 	21 	13 	7 	24 	2 	10 	15 	18 	3 	12 	14 	0
KR 	 dot-jump 	 False 	 55 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 23 	 2.90199417916 	 5.02640136157 	 4.10403952609 	 -4.10403952609 	 2.74752773365 	 4.89285760787 	 False 	 11 	 16 	12 	9 	1 	14 	7 	11 	21 	2 	4 	3 	6 	23 	13 	18 	20 	24 	16 	17 	15 	8 	5 	19 	10 	22 	0
KR 	 dot-jump 	 False 	 56 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 1 	 0.0 	 5.80398835832 	 -5.80398835832 	 0.0 	 -0.0376373662144 	 5.64560493216 	 False 	 15 	 10 	10 	19 	11 	17 	24 	18 	3 	9 	20 	16 	7 	2 	14 	15 	8 	1 	12 	23 	6 	5 	13 	21 	22 	4 	0
KR 	 dot-jump 	 False 	 57 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 5.00576970652 	 2.89807719851 	 True 	 14 	 14 	16 	4 	17 	23 	5 	19 	7 	9 	24 	22 	14 	15 	6 	20 	21 	13 	12 	1 	2 	11 	10 	8 	18 	3 	0
KR 	 dot-jump 	 False 	 58 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 14 	 1.50218272469 	 -5.60622225078 	 2.90199417916 	 5.02640136157 	 1.76895621208 	 -5.57033019973 	 False 	 2 	 8 	10 	8 	14 	24 	11 	20 	13 	15 	23 	22 	9 	7 	6 	21 	18 	2 	16 	4 	17 	5 	12 	19 	3 	1 	0
KR 	 dot-jump 	 False 	 59 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 16 	 4.10403952609 	 -4.10403952609 	 2.90199417916 	 -5.02640136157 	 4.02719818494 	 -4.36593448087 	 False 	 4 	 9 	12 	6 	9 	14 	16 	21 	2 	17 	23 	15 	22 	5 	24 	3 	1 	13 	10 	19 	4 	18 	20 	7 	11 	8 	0
KR 	 dot-jump 	 False 	 60 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 24 	 1.50218272469 	 5.60622225078 	 -5.02640136157 	 2.90199417916 	 1.88186831072 	 5.45741810109 	 False 	 13 	 12 	16 	23 	6 	1 	17 	2 	4 	19 	21 	20 	14 	13 	5 	24 	18 	11 	12 	15 	9 	3 	8 	22 	10 	7 	0
KR 	 dot-jump 	 False 	 61 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 3 	 -2.90199417916 	 5.02640136157 	 1.50218272469 	 -5.60622225078 	 -2.8604398323 	 4.93049497409 	 False 	 10 	 11 	12 	6 	20 	22 	24 	9 	23 	4 	15 	1 	3 	14 	11 	16 	13 	21 	17 	2 	7 	5 	8 	10 	19 	18 	0
KR 	 dot-jump 	 False 	 62 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 15 	 2.90199417916 	 -5.02640136157 	 0.0 	 5.80398835832 	 3.27445086065 	 -5.15631917138 	 False 	 8 	 13 	21 	19 	12 	16 	4 	2 	18 	5 	15 	6 	14 	10 	24 	1 	8 	22 	11 	13 	20 	7 	3 	17 	23 	9 	0
KR 	 dot-jump 	 False 	 63 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 5.04340707273 	 2.97335193094 	 False 	 0 	 14 	21 	2 	6 	24 	12 	1 	23 	13 	3 	4 	18 	15 	11 	22 	5 	17 	9 	14 	10 	20 	8 	7 	19 	16 	0
KR 	 dot-jump 	 False 	 64 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 5 	 -5.02640136157 	 2.90199417916 	 -4.10403952609 	 4.10403952609 	 -5.11868180516 	 2.82280246608 	 False 	 22 	 15 	18 	17 	2 	24 	20 	1 	10 	16 	21 	8 	13 	22 	14 	23 	7 	4 	15 	19 	9 	11 	3 	6 	5 	12 	0
KR 	 dot-jump 	 False 	 65 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 2 	 -1.50218272469 	 5.60622225078 	 0.0 	 -5.80398835832 	 -1.43021991615 	 5.83379176324 	 False 	 17 	 9 	14 	15 	12 	23 	21 	9 	8 	3 	20 	13 	7 	24 	5 	11 	19 	18 	16 	2 	6 	17 	10 	4 	22 	1 	0
KR 	 dot-jump 	 False 	 66 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 24 	 1.50218272469 	 5.60622225078 	 2.90199417916 	 5.02640136157 	 1.54313201479 	 5.72087966459 	 False 	 11 	 13 	19 	5 	9 	10 	11 	4 	20 	3 	21 	6 	17 	24 	18 	23 	1 	13 	22 	2 	8 	12 	14 	15 	16 	7 	0
KR 	 dot-jump 	 False 	 67 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 -2.90199417916 	 -5.02640136157 	 5.2315939038 	 3.1239013958 	 False 	 15 	 11 	20 	1 	8 	13 	3 	2 	15 	23 	12 	22 	10 	11 	18 	5 	6 	21 	24 	7 	14 	4 	19 	9 	16 	17 	0
KR 	 dot-jump 	 False 	 68 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 11 	 -2.90199417916 	 -5.02640136157 	 -2.90199417916 	 -5.02640136157 	 -2.97335193094 	 -5.15631917138 	 True 	 12 	 12 	15 	6 	1 	8 	13 	5 	3 	20 	23 	19 	18 	10 	11 	7 	17 	12 	2 	21 	22 	16 	24 	4 	14 	9 	0
KR 	 dot-jump 	 False 	 69 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 2 	 -1.50218272469 	 5.60622225078 	 5.60622225078 	 1.50218272469 	 -1.35494518372 	 5.64560493216 	 False 	 4 	 10 	4 	12 	23 	13 	2 	8 	11 	3 	22 	21 	20 	17 	19 	9 	24 	14 	15 	7 	18 	6 	10 	1 	16 	5 	0
KR 	 dot-jump 	 False 	 70 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 3 	 -2.90199417916 	 5.02640136157 	 -1.50218272469 	 5.60622225078 	 -2.82280246608 	 4.89285760787 	 False 	 18 	 8 	4 	16 	9 	15 	6 	20 	5 	11 	2 	7 	21 	17 	18 	8 	23 	24 	19 	10 	3 	14 	13 	1 	12 	22 	0
KR 	 dot-jump 	 False 	 71 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 16 	 4.10403952609 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 4.47884657952 	 -4.32829711466 	 False 	 17 	 16 	20 	5 	18 	12 	7 	1 	9 	13 	4 	23 	22 	19 	14 	8 	21 	17 	10 	16 	15 	11 	24 	3 	6 	2 	0
KR 	 dot-jump 	 False 	 72 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 23 	 2.90199417916 	 5.02640136157 	 -5.02640136157 	 2.90199417916 	 3.1239013958 	 5.08104443895 	 False 	 9 	 12 	11 	7 	3 	1 	12 	4 	24 	16 	21 	23 	6 	15 	5 	14 	22 	10 	13 	9 	8 	2 	18 	19 	20 	17 	0
KR 	 dot-jump 	 False 	 73 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 1 	 0.0 	 5.80398835832 	 5.60622225078 	 1.50218272469 	 -0.33873629593 	 5.87142912945 	 False 	 14 	 15 	4 	17 	21 	9 	10 	16 	23 	8 	15 	14 	11 	6 	19 	13 	1 	20 	12 	24 	18 	2 	5 	7 	22 	3 	0
KR 	 dot-jump 	 False 	 74 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 2 	 -1.50218272469 	 5.60622225078 	 0.0 	 5.80398835832 	 -1.58076938101 	 5.75851703081 	 False 	 19 	 11 	17 	4 	9 	19 	3 	24 	20 	21 	11 	7 	18 	1 	14 	15 	16 	12 	22 	23 	10 	2 	6 	5 	13 	8 	0
KR 	 dot-jump 	 False 	 75 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 4 	 -4.10403952609 	 4.10403952609 	 0.0 	 -5.80398835832 	 -3.83901135387 	 4.10247291737 	 False 	 19 	 16 	11 	12 	10 	2 	6 	9 	15 	24 	5 	17 	1 	18 	3 	7 	23 	19 	13 	20 	21 	4 	14 	22 	16 	8 	0
KR 	 dot-jump 	 False 	 76 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 10 	 -4.10403952609 	 -4.10403952609 	 -2.90199417916 	 -5.02640136157 	 -4.47884657952 	 -4.47884657952 	 False 	 5 	 13 	4 	8 	6 	18 	20 	10 	15 	1 	19 	21 	7 	5 	17 	11 	12 	9 	22 	3 	2 	13 	24 	16 	14 	23 	0
KR 	 dot-jump 	 False 	 77 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 3 	 -2.90199417916 	 5.02640136157 	 0.0 	 5.80398835832 	 -2.5969782688 	 5.26923127002 	 False 	 12 	 9 	17 	5 	18 	14 	6 	11 	4 	12 	22 	1 	2 	21 	3 	8 	24 	9 	19 	16 	10 	23 	20 	7 	15 	13 	0
